Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank
функций	6072	5.24	0.8704	--	--	1248
черты	6073	5.24	1.0012	--	--	1149
ответь	6074	5.24	0.6869	2253	--	--
лукас	6075	5.24	0.6565	4568	--	--
работники	6076	5.24	0.8704	--	--	2704
здании	6077	5.24	0.7709	4433	--	--
стола	6078	5.24	0.5555	4720	4437	3236
задача	6079	5.24	1.0214	3334	3358	718
выпьем	6080	5.24	1.5328	1812	--	--
двадцать	6081	5.24	0.7160	1249	--	1760
группами	6082	5.24	0.7709	--	--	4417
деталей	6083	5.24	0.7969	--	--	2244
секунду	6084	5.24	0.5555	866	4965	--
находился	6085	5.24	0.7440	--	--	2109
плазмы	6086	5.24	0.8466	--	--	4888
выйдешь	6087	5.24	0.5911	3335	--	--
центра	6088	5.24	0.5911	4905	3474	1611
джордж	6089	5.24	0.7160	1106	--	--
says	6090	5.24	0.4764	--	2700	--
систем	6091	5.24	0.7440	--	--	639
пол	6092	5.24	0.5175	756	617	2364
проведено	6093	5.24	0.7440	--	--	4421
конструкция	6094	5.24	0.7440	--	--	4879
ios	6095	5.24	0.8704	--	3641	--
обществ	6096	5.24	0.8466	--	--	2946
десять	6097	5.24	0.5911	750	2678	1529
рэй	6098	5.24	0.7160	1745	--	--
коры	6099	5.24	0.6869	--	--	2755
принеси	6100	5.24	1.0412	1656	--	--
связаться	6101	5.24	1.0012	3194	--	--
вещах	6102	5.24	0.5911	3509	--	--
единственное	6103	5.24	0.9381	1458	3191	--
находиться	6104	5.24	0.6869	2844	--	--
билайн	6105	5.24	1.1877	--	503	--
приводится	6106	5.24	0.5555	--	--	3630
должности	6107	5.24	1.0412	--	--	2253
остаётся	6108	5.24	0.8221	3326	--	--
каждый	6109	5.24	0.7160	257	201	314
just	6110	5.24	0.5911	--	193	--
железной	6111	5.24	0.9596	--	--	2626
спроси	6112	5.24	0.7160	1961	4009	--
периоды	6113	5.24	0.8704	--	--	3866
такие	6114	5.24	0.7709	322	184	289
примеру	6115	5.24	0.5555	4659	--	3694
схема	6116	5.24	0.6869	--	--	1405
президенты	6117	5.24	1.1528	--	1088	--
оливер	6118	5.24	0.9381	4869	--	--
района	6119	5.24	0.6247	--	2529	627
поэтому	6120	5.24	0.5911	246	529	164
подобные	6121	5.24	0.5555	4571	--	1911
тим	6122	5.24	0.6247	2591	--	--
др	6123	5.24	1.0214	--	958	220
всякие	6124	5.24	0.9161	3727	2659	--
снаружи	6125	5.24	0.5911	1483	--	--
врач	6126	5.24	1.2048	1685	4310	--
продают	6127	5.24	0.8704	--	5003	--
времен	6128	5.24	0.8935	4399	--	2547
великаго	6129	5.24	1.2216	--	--	4746
компонентов	6130	5.24	0.9161	--	--	2321
евреев	6131	5.24	0.9381	4010	--	--
бобби	6132	5.24	0.8466	1814	--	--
видов	6133	5.24	0.5555	--	--	553
сумерки	6134	5.24	1.3486	--	4806	--
даны	6135	5.24	0.8221	--	--	3780
строения	6136	5.24	0.7709	--	--	2644
урала	6137	5.24	0.8704	--	--	3906
минута	6138	5.24	0.5911	4144	--	--
фраза	6139	5.24	0.8466	--	1886	--
управление	6140	5.24	1.0606	2949	4576	1278
переговоры	6141	5.24	0.8704	3684	3433	3268
прям	6142	5.24	0.6565	4565	407	--
классов	6143	5.24	0.7969	--	--	1722
общем	6144	5.24	0.5175	1222	1422	1076
вопросам	6145	5.24	0.7440	--	--	959
страница	6146	5.24	0.9381	--	3623	--
утверждает	6147	5.24	0.7969	--	--	4384
переговоров	6148	5.24	0.6247	--	--	4386
основ	6149	5.24	0.5555	--	--	2691
середине	6150	5.24	0.4764	4704	--	1767
изменением	6151	5.24	0.8221	--	--	3988
three	6152	5.24	0.8466	--	4300	--
самом	6153	5.24	0.5911	321	556	590
#belarus	6154	5.24	0.9806	--	3532	--
функция	6155	5.24	0.8221	--	--	1694
синтеза	6156	5.24	0.7440	--	--	3570
параметров	6157	5.24	0.7160	--	--	1300
глубине	6158	5.24	0.9596	--	--	2085
надеялся	6159	5.24	1.1350	3197	--	--
тремя	6160	5.24	0.5555	--	--	3860
значит	6161	5.24	0.5911	134	221	584
уже	6162	5.24	0.6565	55	30	50
обработка	6163	5.24	0.9161	--	--	3133
массу	6164	5.24	0.6869	--	--	3738
состоянию	6165	5.24	0.7969	--	--	4959
джек	6166	5.24	0.5911	595	--	--
проверьте	6167	5.24	0.7969	3486	--	--
содержания	6168	5.24	0.5555	--	--	719
подать	6169	5.24	0.8704	4340	--	--
чуть-чуть	6170	5.24	0.9161	--	2811	--
ask	6171	5.24	0.5175	--	2317	--
штата	6172	5.24	0.7440	3277	--	--
джо	6173	5.24	0.7160	827	--	--
второго	6174	5.24	0.9161	3846	2988	1117
экономических	6175	5.24	0.9596	--	--	764
средние	6176	5.24	0.6869	--	--	2818
назвал	6177	5.24	0.6247	1969	1793	4527
эрик	6178	5.24	0.9806	2273	--	--
дальнего	6179	5.22	1.0554	--	--	4370
использование	6180	5.22	1.0359	--	--	798
энн	6181	5.22	0.7637	2292	--	--
поведения	6182	5.22	0.5817	--	--	1929
составе	6183	5.22	0.7900	--	--	916
характеризуется	6184	5.22	0.8154	--	--	2412
смесь	6185	5.22	0.7365	--	--	4707
ретвитните	6186	5.22	1.2002	--	2468	--
номере	6187	5.22	0.5455	4334	--	--
призвал	6188	5.22	0.9957	--	3696	--
внешних	6189	5.22	0.5817	--	--	3270
социальные	6190	5.22	0.9322	--	3044	2916
памятник	6191	5.22	1.1830	--	4493	--
дан	6192	5.22	0.5817	--	--	3904
отличаются	6193	5.22	0.9322	--	--	1914
организацией	6194	5.22	0.9100	--	--	4617
ввести	6195	5.22	0.8401	--	4972	4311
вопросе	6196	5.22	0.8154	--	--	3748
жду	6197	5.22	0.8640	1256	439	--
ссылки	6198	5.22	0.8873	--	4091	--
семи	6199	5.22	0.6158	--	--	4648
непосредственно	6200	5.22	0.8154	--	--	657
общественно	6201	5.22	0.9957	--	--	1993
ставит	6202	5.22	0.4647	--	--	3524
льюис	6203	5.22	0.8401	4040	--	--
происходило	6204	5.22	0.7637	3987	--	2776
зато	6205	5.22	0.5455	1499	499	2208
мики	6206	5.22	1.0934	4742	--	--
ретвитни	6207	5.22	0.9538	--	1857	--
некоторые	6208	5.22	0.6788	662	949	236
местах	6209	5.22	0.6158	2497	4814	1092
крестьянства	6210	5.22	0.9750	--	--	2135
форму	6211	5.22	0.8873	2922	--	1056
среды	6212	5.22	0.5455	--	--	832
вещества	6213	5.22	0.6788	--	--	1190
дэйв	6214	5.22	0.8873	2982	--	--
общего	6215	5.22	0.7637	3087	--	668
схемы	6216	5.22	0.7637	--	--	1915
ежели	6217	5.22	0.9100	--	--	4359
але	6218	5.22	0.7900	--	4742	--
кеннеди	6219	5.22	0.9750	4098	--	--
аппарата	6220	5.22	0.6158	--	--	1858
палец	6221	5.22	0.6481	2495	3895	--
внутренняя	6222	5.22	0.7637	--	--	4885
there	6223	5.22	0.7365	--	1154	--
#ukraine	6224	5.22	0.8640	--	4708	--
столько	6225	5.22	0.6788	527	391	886
положений	6226	5.22	0.6158	--	--	3686
тоже	6227	5.22	0.4647	89	70	279
счете	6228	5.22	0.7083	--	--	3863
условий	6229	5.22	0.8401	--	--	448
зимний	6230	5.22	1.2982	--	4223	--
гражданского	6231	5.22	0.9538	--	--	4669
хода	6232	5.22	0.5455	--	--	4188
представитель	6233	5.22	0.7900	--	--	4327
оказываются	6234	5.22	0.6158	--	--	4349
технические	6235	5.22	0.7365	--	--	3018
фон	6236	5.22	0.5817	4175	4303	4458
формула	6237	5.22	0.6158	--	--	3838
павел	6238	5.22	0.5817	--	2298	3337
эдвард	6239	5.22	0.9538	4866	--	--
января	6240	5.22	1.0554	--	568	694
eгo	6241	5.22	0.7083	4200	--	--
старше	6242	5.22	0.9957	2957	--	--
объект	6243	5.22	0.6481	3180	--	3924
сахарова	6244	5.22	0.9322	--	1460	--
сим	6245	5.22	0.6788	--	2415	--
возле	6246	5.22	0.5067	1924	2006	2283
вида	6247	5.22	0.6788	--	--	890
серьезно	6248	5.22	0.9538	601	1953	3622
формах	6249	5.22	0.6158	--	--	2860
бэрри	6250	5.22	0.8640	2254	--	--
стояли	6251	5.22	0.7900	--	--	2121
марко	6252	5.22	0.5455	4441	--	--
украине	6253	5.22	0.8640	--	1436	4222
концентрации	6254	5.22	0.8401	--	--	1031
месте	6255	5.22	0.6481	419	759	635
роберт	6256	5.22	0.5067	1841	--	--
вопросом	6257	5.22	0.6481	--	--	4916
десяти	6258	5.22	0.5067	3533	--	3719
ростом	6259	5.22	0.5817	--	--	2305
элементами	6260	5.22	0.7083	--	--	4036
стал	6261	5.22	0.6158	454	460	346
кнопку	6262	5.22	0.6788	4819	--	--
машиностроения	6263	5.22	0.7637	--	--	4495
зои	6264	5.22	0.8873	2526	--	--
электроэнергии	6265	5.22	0.8640	--	--	4730
положил	6266	5.22	0.7083	3475	--	--
пароль	6267	5.22	0.9322	--	3337	--
призывает	6268	5.22	0.9100	--	4620	--
двум	6269	5.22	0.4647	--	--	4600
него	6270	5.22	0.7637	106	217	106
свойств	6271	5.22	0.6158	--	--	1280
аналог	6272	5.22	0.8154	--	2293	--
колени	6273	5.22	0.6788	2361	--	--
сводится	6274	5.22	0.7083	--	--	4172
девять	6275	5.22	0.6788	1578	--	--
азии	6276	5.22	1.2171	--	--	996
самих	6277	5.22	0.6788	--	--	2440
спектра	6278	5.22	0.8873	--	--	3179
объяснение	6279	5.22	1.0160	--	--	4503
другая	6280	5.22	0.7083	1471	3117	1494
перезвоню	6281	5.22	0.9957	2593	--	--
называют	6282	5.22	0.5817	1819	2645	3249
вопросы	6283	5.22	0.8401	922	828	264
установление	6284	5.22	0.7365	--	--	3238
территории	6285	5.22	0.8401	3765	3871	496
национальных	6286	5.22	0.9322	--	--	1748
станете	6287	5.22	0.5455	4848	--	--
потока	6288	5.22	0.4647	--	--	1859
представители	6289	5.22	0.8640	--	--	1422
лист	6290	5.22	0.5067	--	--	4602
сентябре	6291	5.22	0.8154	--	--	3872
относится	6292	5.22	0.7637	3816	--	944
ба	6293	5.22	0.8873	--	2230	--
гордон	6294	5.22	1.1301	3767	--	--
салли	6295	5.22	0.9100	2948	--	--
фактов	6296	5.22	0.7365	--	--	3134
their	6297	5.22	0.6481	--	1430	--
процессов	6298	5.22	0.8401	--	--	576
учесть	6299	5.22	1.0160	--	--	3871
руды	6300	5.22	0.7637	--	--	4090
третья	6301	5.22	0.5817	4366	--	3789
хддд	6302	5.22	1.2824	--	4448	--
физика	6303	5.22	1.1119	--	4590	--
директор	6304	5.22	1.0746	2006	2800	2816
необходимые	6305	5.22	1.0359	--	--	2335
тут	6306	5.22	0.7365	99	103	273
думал	6307	5.22	0.8640	233	940	1833
линий	6308	5.22	0.7365	--	--	1919
управлении	6309	5.22	0.8154	--	--	3769
сов	6310	5.22	0.9322	--	--	1854
сторону	6311	5.22	0.5455	961	1585	516
осень	6312	5.22	1.2824	--	4467	--
близ	6313	5.22	0.7083	--	--	3901
производству	6314	5.22	0.8640	--	--	3359
измерений	6315	5.22	0.6158	--	--	2342
библ	6316	5.22	0.9538	--	--	1855
твердых	6317	5.22	0.8873	--	--	4166
сельской	6318	5.22	1.0554	--	--	4724
неожиданно	6319	5.22	0.9957	2785	2200	2616
потребности	6320	5.22	0.9957	--	--	1829
доля	6321	5.22	1.0746	--	--	1697
народъ	6322	5.22	1.2501	--	--	4634
ходила	6323	5.22	0.8154	4242	3150	--
остаются	6324	5.22	0.7900	4930	--	2785
вьi	6325	5.22	0.8873	2402	--	--
проводились	6326	5.22	0.7900	--	--	3529
основанием	6327	5.22	0.5067	--	--	4914
доннер	6328	5.22	0.6788	4586	--	--
номер	6329	5.22	0.5455	400	752	2431
данный	6330	5.22	0.5817	2633	3067	2474
могло	6331	5.22	0.8401	1257	--	975
нил	6332	5.22	0.6788	3873	--	--
#moscow	6333	5.22	0.9957	--	3821	--
штук	6334	5.22	0.7365	2529	1771	--
сведений	6335	5.22	0.6481	--	--	3258
фредди	6336	5.22	0.9322	2385	--	--
am	6337	5.22	0.6788	--	1003	--
следовать	6338	5.22	0.9750	3826	--	--
различные	6339	5.22	0.6481	--	--	772
зимой	6340	5.22	1.2337	--	1323	3537
данное	6341	5.22	0.5455	--	--	4089
спрашиваю	6342	5.22	0.8640	1989	--	--
хватай	6343	5.22	1.0746	4876	--	--
всякая	6344	5.22	0.6158	--	--	4928
лежал	6345	5.22	0.6788	--	--	4614
общины	6346	5.22	0.7365	--	--	4231
предметов	6347	5.22	0.5817	--	--	2281
физике	6348	5.22	0.6481	--	3070	--
версию	6349	5.22	0.7637	--	4395	--
красноярск	6350	5.20	0.6999	--	3603	--
mi	6351	5.20	0.9897	--	4052	--
diaz	6352	5.20	0.8806	--	2702	--
сутки	6353	5.20	0.6389	--	1638	3092
omg	6354	5.20	1.0302	--	3149	--
фактор	6355	5.20	0.5345	--	--	3398
случаях	6356	5.20	0.4949	--	--	455
средствами	6357	5.20	0.5345	--	--	1941
gets	6358	5.20	0.9035	--	2434	--
условиях	6359	5.20	0.8571	--	4849	187
долл	6360	5.20	0.9897	--	--	3478
влиянием	6361	5.20	0.9689	--	--	1311
являлся	6362	5.20	0.6701	--	--	4499
отдам	6363	5.20	0.8571	2561	2506	--
организация	6364	5.20	0.8330	--	--	901
цикл	6365	5.20	0.6999	--	--	4599
марк	6366	5.20	0.6389	1618	--	--
проверить	6367	5.20	0.9689	1218	3760	--
зачастую	6368	5.20	0.6061	--	--	4405
лежит	6369	5.20	0.8330	2177	2143	1688
работала	6370	5.20	1.0880	2372	--	--
шести	6371	5.20	0.8330	4034	--	3377
челси	6372	5.20	1.0302	--	3919	--
минут	6373	5.20	0.6061	325	340	2020
send	6374	5.20	0.4949	--	4787	--
изменений	6375	5.20	0.7559	--	--	1432
раздел	6376	5.20	0.7825	--	--	3184
саймон	6377	5.20	0.6999	2968	--	--
кэрол	6378	5.20	0.8330	4889	--	--
джейми	6379	5.20	0.8571	4532	--	--
уровне	6380	5.20	0.8806	3764	3551	940
state	6381	5.20	0.6389	--	3103	--
себестоимости	6382	5.20	1.0102	--	--	2741
mr	6383	5.20	0.5714	--	4805	--
положите	6384	5.20	0.8806	4139	--	--
джонс	6385	5.20	0.7284	2614	--	--
экономические	6386	5.20	0.8571	--	--	1480
казахстане	6387	5.20	0.7825	--	2814	--
http	6388	5.20	0.4949	2329	--	--
октября	6389	5.20	0.8081	--	--	558
#novosti	6390	5.20	0.6389	--	585	--
приложение	6391	5.20	0.7559	--	1427	--
his	6392	5.20	0.5714	--	956	--
размещения	6393	5.20	0.7825	--	--	4139
федерации	6394	5.20	0.8806	--	3452	1199
всемъ	6395	5.20	0.7559	--	--	3550
хдд	6396	5.20	1.5386	--	2374	--
ног	6397	5.20	0.7284	2153	3352	4276
задание	6398	5.20	0.9476	1896	3673	--
харрис	6399	5.20	0.7559	4995	--	--
busty	6400	5.20	1.2454	--	4640	--
прошу	6401	5.20	0.8571	212	1040	2584
скорей	6402	5.20	0.8081	1762	3343	--
крестьянином	6403	5.20	0.8806	--	2787	--
элементов	6404	5.20	0.5345	--	--	539
монастырь	6405	5.20	1.2289	--	--	3948
вопроса	6406	5.20	0.7559	--	4851	748
on	6407	5.20	0.5345	2723	115	--
грузовик	6408	5.20	0.6999	2742	--	--
вопросов	6409	5.20	0.6701	1362	2337	812
хозяин	6410	5.20	1.0690	1577	--	3669
цену	6411	5.20	0.7284	2845	--	--
вод	6412	5.20	0.6389	--	--	1318
участках	6413	5.20	0.8081	--	4731	2446
му	6414	5.20	0.9897	3671	--	4351
училище	6415	5.20	1.0302	--	--	4067
раз	6416	5.20	0.4518	80	99	127
одинаково	6417	5.20	0.6999	--	--	3329
наконецъ	6418	5.20	1.1249	--	--	3002
i'll	6419	5.20	0.7284	--	2038	--
оснований	6420	5.20	0.6999	--	--	3785
уэйн	6421	5.20	0.6389	4779	--	--
подобных	6422	5.20	0.7284	--	--	2081
групон	6423	5.20	1.0102	--	2508	--
офис	6424	5.20	0.9689	1829	2707	--
занимает	6425	5.20	0.7559	--	--	2118
передать	6426	5.20	0.9258	1707	4045	2728
рэп	6427	5.20	1.4708	--	4210	--
следует	6428	5.20	0.6061	704	2691	179
так-то	6429	5.20	0.6701	--	4585	--
установки	6430	5.20	0.7825	--	--	2039
вам	6431	5.20	0.6389	48	106	345
нормы	6432	5.20	0.7825	--	--	1388
считая	6433	5.20	0.5714	--	--	3113
through	6434	5.20	0.6999	--	3891	--
николая	6435	5.20	0.8330	--	4761	2815
сигналов	6436	5.20	0.7284	--	--	4689
ооо	6437	5.20	0.9258	--	1218	--
носки	6438	5.20	1.0498	--	4087	--
составляли	6439	5.20	0.8330	--	--	2945
going	6440	5.20	0.6701	--	1555	--
численности	6441	5.20	0.6999	--	--	1983
and	6442	5.20	0.6389	957	53	1874
принципу	6443	5.20	0.6389	--	--	4858
стоят	6444	5.20	0.6701	2536	2348	3037
работали	6445	5.20	0.9689	2692	--	3288
капли	6446	5.20	0.9258	5007	--	--
would	6447	5.20	0.6389	--	1333	--
приемов	6448	5.20	0.6999	--	--	4820
такую	6449	5.20	0.7559	953	839	1196
поднимите	6450	5.20	0.7284	3900	--	--
полосы	6451	5.20	0.6999	--	--	2202
слоев	6452	5.20	0.8081	--	--	1758
садись	6453	5.20	0.7825	962	--	--
выложили	6454	5.20	0.7825	--	2280	--
район	6455	5.20	0.7559	4308	3247	1363
которую	6456	5.20	0.5345	460	1038	409
внутренние	6457	5.20	0.7284	--	--	3807
графа	6458	5.20	0.7559	--	--	3828
this	6459	5.20	0.4518	3075	185	--
нею	6460	5.20	0.5345	--	--	2569
этому	6461	5.20	0.6701	377	1076	293
analysis	6462	5.20	0.9035	--	4768	--
сути	6463	5.20	0.8081	--	4146	3777
размеры	6464	5.20	0.6389	--	--	1569
тома	6465	5.20	0.6061	4196	--	--
строение	6466	5.20	0.5714	--	--	3070
клэр	6467	5.20	0.6701	4391	--	--
годами	6468	5.20	0.7825	4106	--	--
привычка	6469	5.20	1.0498	--	4646	--
лет	6470	5.20	0.6389	129	165	123
изменении	6471	5.20	0.7825	--	--	3439
хd	6472	5.20	0.9258	--	4626	--
уравнение	6473	5.20	0.8081	--	--	2021
сельскохозяйственной	6474	5.20	0.9258	--	--	3500
экономически	6475	5.20	1.0102	--	--	4513
люк	6476	5.20	0.7284	2091	--	--
too	6477	5.20	0.4949	--	930	--
республики	6478	5.20	0.6999	--	3588	502
организма	6479	5.20	0.9476	--	--	2879
делай	6480	5.20	0.9897	766	1936	--
ряда	6481	5.20	1.0102	--	--	596
распределение	6482	5.20	0.7825	--	--	1167
обстановки	6483	5.20	0.5345	--	--	4279
борис	6484	5.20	0.6389	--	2581	4096
некоторой	6485	5.20	0.6389	--	--	3091
станций	6486	5.20	0.5345	--	--	4412
удобрений	6487	5.20	0.9476	--	--	2376
каждого	6488	5.20	0.5714	1207	1010	536
будетъ	6489	5.20	0.9897	--	--	920
стивен	6490	5.20	0.8571	2297	--	--
экономики	6491	5.20	0.9689	--	--	825
лео	6492	5.20	0.6061	1945	--	--
голубой	6493	5.20	1.3553	4159	--	--
случае	6494	5.20	0.7284	473	1069	138
ставить	6495	5.20	0.6701	4988	2256	4532
two	6496	5.20	0.6061	--	1570	--
each	6497	5.20	0.6061	--	4935	--
раздела	6498	5.20	1.0302	--	--	4143
жидкости	6499	5.20	0.6701	--	--	1856
выводы	6500	5.20	0.8571	--	4625	1782
редакцию	6501	5.20	0.6389	--	--	3421
выходи	6502	5.20	0.8571	1594	--	--
нефти	6503	5.20	1.0690	--	--	1669
попросил	6504	5.20	0.6999	1692	4403	--
ионов	6505	5.20	0.8806	--	--	2120
бумаги	6506	5.20	0.7559	2019	--	2339
official	6507	5.20	0.7284	--	2412	--
введения	6508	5.20	0.6701	--	--	3178
ever	6509	5.20	0.8081	--	1979	--
келли	6510	5.20	0.9476	3312	--	--
qip	6511	5.20	0.7825	--	3933	--
лит	6512	5.20	0.6061	--	--	4363
виду	6513	5.20	0.4949	396	2694	527
китая	6514	5.20	0.9258	--	4137	2914
thirty	6515	5.20	0.6701	--	2445	--
