Word	Havg	StDev	FrqList
المطالعہ	723	6.66	1.3342	5137
مكاتب	724	6.66	1.2224	7015
راہنما	725	6.66	1.4930	5482
كركٹ	726	6.66	1.6612	1582
فضاء	727	6.66	1.2390	2755
عليہ	728	6.66	1.5858	466
ايماني	729	6.66	1.3494	8242
الناس	730	6.66	1.4654	3858
صحيفہ	731	6.66	1.5066	9941
تصوير	732	6.66	1.1886	620
اقدس	733	6.66	1.4792	5609
تازہ	734	6.66	1.1886	1957
رہنمايي	735	6.66	1.2056	2159
اسماعيلي	736	6.66	1.4373	8229
روپے	737	6.66	1.5467	2121
امي	738	6.66	1.3342	9243
درس	739	6.66	1.2554	1748
پيارے	740	6.66	1.2224	7877
ھاشم	741	6.66	1.3342	5364
مفت	742	6.66	1.2715	3024
احسن	743	6.66	1.1713	3710
روحانيت	744	6.66	1.6113	5403
تعليمات	745	6.66	1.6977	1700
بہنوں	746	6.66	1.3644	7702
الہي	747	6.64	1.4950	1679
حفيظ	748	6.64	1.3365	7242
رحمہ	749	6.64	1.4107	4324
مذاہب	750	6.64	1.3667	1713
صباح	751	6.64	1.2081	9366
خواہش	752	6.64	1.1739	1289
اعتماد	753	6.64	1.2739	2185
شريفين	754	6.64	1.2578	7943
ابو	755	6.64	1.2578	541
حكمت	756	6.64	1.1205	1218
مزاحيہ	757	6.64	1.4813	2933
زينت	758	6.64	1.1911	5027
ماركيٹ	759	6.64	1.1739	2388
ميثاق	760	6.64	1.3516	8668
جماعت	761	6.64	1.2081	459
فاتحين	762	6.64	1.2739	7620
كالجوں	763	6.64	1.1563	7629
مقصد	764	6.64	1.0835	412
محمود	765	6.64	1.4675	932
سچ	766	6.64	1.2739	2521
پھول	767	6.64	1.3056	1965
پرنسپل	768	6.64	1.4535	5458
شباب	769	6.64	1.2415	6032
شخصيات	770	6.64	1.0451	1115
بخشي	771	6.64	1.2739	4456
سرديوں	772	6.64	1.2578	2807
پيسہ	773	6.64	1.4675	4724
زكريا	774	6.64	1.3962	4636
دانيال	775	6.64	1.0835	5731
حليم	776	6.64	1.5354	8305
غنيمت	777	6.64	1.2249	5254
نياز	778	6.64	1.2578	4150
مباركہ	779	6.64	1.3815	4757
روحاني	780	6.64	1.2249	1540
پروازوں	781	6.64	1.0645	8997
مالك	782	6.64	1.6630	903
گلشن	783	6.64	1.1911	4484
صابر	784	6.64	1.3815	7946
فضا	785	6.64	1.2578	1470
بہتر	786	6.64	1.1205	611
سبق	787	6.64	1.1563	3690
عاليہ	788	6.64	1.3056	3310
نصاب	789	6.64	1.1739	3855
بخش	790	6.64	1.0645	1668
فياض	791	6.64	1.2415	6860
اجر	792	6.64	1.2249	5064
مہربان	793	6.64	1.0835	6765
حارث	794	6.64	1.3365	5161
امارات	795	6.64	1.1021	2938
شہيدوں	796	6.64	2.0179	9362
شوہر	797	6.64	1.4950	2848
عروج	798	6.64	1.6630	1355
سرفراز	799	6.64	1.1563	5095
حسنہ	800	6.64	1.3667	7906
صلاحيت	801	6.64	1.1563	1073
كتابت	802	6.64	1.2898	5038
پشتو	803	6.62	1.5238	2169
اطمينان	804	6.62	1.5104	3506
طاقتور	805	6.62	1.2436	1656
خزانہ	806	6.62	1.6149	3658
چاند	807	6.62	1.5104	1641
چمكدار	808	6.62	1.1229	3985
عارف	809	6.62	1.1761	4038
كپتان	810	6.62	1.4126	4192
توفيق	811	6.62	1.2103	6211
ولد	812	6.62	1.3536	7038
نشونما	813	6.62	1.2760	6059
مساوات	814	6.62	1.1586	1875
دفاع	815	6.62	1.3384	1535
قادر	816	6.62	1.3231	3529
روايات	817	6.62	1.1045	1109
معياري	818	6.62	1.1045	1427
انگلينڈ	819	6.62	1.7130	3083
معلم	820	6.62	1.3231	5119
انكھيں	821	6.62	1.2436	2251
منورہ	822	6.62	1.5635	2544
ظہور	823	6.62	1.1933	2434
وحدت	824	6.62	1.2919	3926
سيكھنا	825	6.62	1.1933	9623
ڈالرز	826	6.62	1.5372	7919
درسگاہ	827	6.62	1.3231	4791
يونيورسٹيوں	828	6.62	1.4693	4448
استادوں	829	6.62	1.3384	8227
اظہار	830	6.62	1.4412	673
وضاحت	831	6.62	1.1761	1064
افواج	832	6.62	1.2103	852
عقيدے	833	6.62	1.3686	3334
بلنديوں	834	6.62	1.1761	5800
چشم	835	6.62	1.1933	3455
انشاء	836	6.62	1.4831	5003
افاق	837	6.62	1.2599	2760
حسن	838	6.62	1.6769	551
عثمانيوں	839	6.62	1.2599	4039
كاشف	840	6.62	1.5104	7965
كھلاڑي	841	6.62	1.1409	1721
خدايے	842	6.62	1.5104	7406
وحيد	843	6.62	1.3384	5780
مينيجر	844	6.62	1.0669	9719
فيكٹري	845	6.62	1.0476	7442
جماعتوں	846	6.62	1.1761	2084
افتتاح	847	6.62	1.0280	3346
پردہ	848	6.62	1.3076	1881
ازادي	849	6.62	1.5372	375
لڑكا	850	6.62	1.3834	4546
شہباز	851	6.62	1.1761	6243
عمارت	852	6.62	1.2599	1213
كشميري	853	6.62	1.2760	3667
شعيب	854	6.62	1.2599	4423
ادريس	855	6.62	1.2919	5984
زرخيزي	856	6.62	1.2599	8806
تخليق	857	6.62	1.3076	721
تاجر	858	6.62	1.1761	3255
واحد	859	6.62	1.2103	706
حكومت	860	6.62	1.3981	137
گلابي	861	6.62	1.3231	6042
سونے	862	6.62	1.2271	2047
صاف	863	6.62	1.2436	1015
ظہير	864	6.62	1.1933	4907
تبسم	865	6.62	1.4968	8284
مجيد	866	6.62	1.4693	1126
استطاعت	867	6.62	1.0079	9462
حسينہ	868	6.62	1.3834	9858
صدارت	869	6.62	1.3231	2048
وظايف	870	6.62	1.3231	8930
البخاري	871	6.60	1.4569	9234
جميعت	872	6.60	1.2617	9019
عربي	873	6.60	1.2122	192
ہاشم	874	6.60	1.2617	4216
اسماء	875	6.60	1.2289	5068
كہاني	876	6.60	1.1606	1378
اورنگزيب	877	6.60	1.4708	4309
كہانياں	878	6.60	1.2454	3499
خان	879	6.60	1.4286	221
اغاز	880	6.60	1.1606	249
فايدے	881	6.60	1.0880	6134
زيارت	882	6.60	1.2454	2945
ساجد	883	6.60	1.4569	6834
كراچي	884	6.60	1.5119	389
صفت	885	6.60	1.1066	2975
قواعد	886	6.60	1.2936	2019
پيغامات	887	6.60	1.0102	4409
سيف	888	6.60	1.3851	2728
كرامات	889	6.60	1.2289	9113
الحكومت	890	6.60	1.3401	6075
اہميت	891	6.60	1.2617	520
سليقہ	892	6.60	1.3401	9353
گورنمنٹ	893	6.60	1.5908	2412
ادويہ	894	6.60	1.1249	8224
ايشيا	895	6.60	1.3093	858
انڈونيشيا	896	6.60	1.1952	1743
خورشيد	897	6.60	1.1780	5824
اصلي	898	6.60	1.1952	2393
پوتے	899	6.60	1.1606	3487
كھيل	900	6.60	1.2454	1033
واجد	901	6.60	1.3997	7505
پھلوں	902	6.60	1.2778	5222
الہامي	903	6.60	1.2778	6076
شعراء	904	6.60	1.2454	3017
تمغہ	905	6.60	1.1952	3865
دسمبر	906	6.60	1.3093	80
شاگرد	907	6.60	1.0880	2570
تيمور	908	6.60	1.3248	2673
رضا	909	6.60	1.2617	1420
پڑھيے	910	6.60	1.2936	7223
كتب	911	6.60	1.5253	623
اصطلاحات	912	6.60	1.2454	1572
فضيلت	913	6.60	1.3093	3811
حميد	914	6.60	1.3997	3232
مقام	915	6.60	1.1249	100
دولت	916	6.60	1.1952	914
دينيات	917	6.60	1.2454	9589
زمينيں	918	6.60	1.1952	6587
غزل	919	6.60	1.3248	2288
قل	920	6.60	1.7728	7786
سرحد	921	6.60	1.3248	734
رنگ	922	6.60	1.2122	545
ماريہ	923	6.60	1.2454	9696
پروفيسر	924	6.60	1.4286	1467
پرسكون	925	6.60	1.2454	7221
قلب	926	6.60	1.2122	2109
بصيرت	927	6.60	1.4708	4230
خالد	928	6.60	1.4569	2094
عبدالناصر	929	6.60	1.5908	8593
رضيہ	930	6.60	1.2936	9062
قبوليت	931	6.60	1.4569	6372
حكيم	932	6.58	1.4581	2064
ہجري	933	6.58	1.1968	1418
تدريس	934	6.58	1.4010	2464
ٹيكنالوجي	935	6.58	1.2137	2062
جنگلات	936	6.58	1.2137	2497
بہو	937	6.58	1.2950	8050
براعظم	938	6.58	1.4995	1506
پيدايش	939	6.58	1.2137	231
طالبات	940	6.58	1.5919	6850
خبر	941	6.58	1.4010	1175
مقبوليت	942	6.58	1.3566	1765
روايت	943	6.58	1.2950	865
نغمہ	944	6.58	1.1796	5360
خوشنودي	945	6.58	1.2950	8785
المنصور	946	6.58	1.5791	8962
امجد	947	6.58	1.2792	3483
رفيق	948	6.58	1.4859	4582
عاقل	949	6.58	1.2469	8139
باغات	950	6.58	1.4859	3860
مخلوق	951	6.58	1.3415	3703
انٹرنيشنل	952	6.58	1.6671	2012
عاشق	953	6.58	1.4995	4642
مستقبل	954	6.58	1.4299	1246
مشہور	955	6.58	1.1796	99
قاسم	956	6.58	1.1082	1665
چشمہ	957	6.58	1.0708	4943
بھاييوں	958	6.58	1.4155	2700
سيدنا	959	6.58	1.4859	5247
كامل	960	6.58	1.2792	1961
ہمت	961	6.58	1.2137	3063
عزيز	962	6.58	1.3716	1609
الكلام	963	6.58	1.7154	6919
موسم	964	6.58	1.2631	846
طيب	965	6.58	1.1968	8364
قاري	966	6.58	1.6914	2108
سعدي	967	6.58	1.2792	6234
شروعات	968	6.58	1.2792	4182
كوشاں	969	6.58	1.0120	5581
سياحت	970	6.58	1.4859	1796
اتحاد	971	6.58	1.3262	711
سرزمين	972	6.58	1.1082	1738
امداد	973	6.58	1.2950	1635
سفيد	974	6.58	1.1796	1189
اسمان	975	6.58	1.3415	1279
قبول	976	6.58	1.2137	530
اخلاقيات	977	6.58	1.3107	4609
منير	978	6.58	1.2631	5273
شاگردوں	979	6.58	1.3566	4743
ضرورت	980	6.58	1.3107	473
جرمني	981	6.58	1.2950	790
زراعت	982	6.58	1.2137	1354
شكر	983	6.58	1.2304	2432
فلاحي	984	6.58	1.1265	3989
پاني	985	6.58	1.1445	377
اتوار	986	6.58	1.4721	5442
صلہ	987	6.58	1.1622	8135
مصنوعات	988	6.58	1.0319	2896
سرسبز	989	6.58	1.0897	6233
اجتماعي	990	6.58	1.3107	2445
صفا	991	6.58	1.1445	9367
زاہد	992	6.58	1.7034	6123
عطيہ	993	6.58	1.1082	6604
مدرس	994	6.58	1.2792	5183
غني	995	6.58	1.5131	6985
سورہ	996	6.58	1.2792	1782
شيرازہ	997	6.58	1.2304	9940
بڑا	998	6.58	1.2469	164
سنہرے	999	6.58	1.0708	9080
بجلي	1000	6.58	1.3864	1539
سپر	1001	6.58	1.2792	2862
صلاح	1002	6.58	1.2631	2656
سردار	1003	6.58	1.1445	951
ليڈي	1004	6.58	1.0897	9141
ہنزہ	1005	6.58	1.8193	7031
خاندان	1006	6.58	1.1968	289
شھر	1007	6.56	1.3426	5649
جلال	1008	6.56	1.4450	2025
رشتوں	1009	6.56	0.9510	7923
يادگاريں	1010	6.56	1.2803	8694
انجيل	1011	6.56	1.6801	4882
پيدا	1012	6.56	1.2803	70
سيرت	1013	6.56	1.2149	1774
كميونيكيشن	1014	6.56	1.5005	9671
تربيت	1015	6.56	1.1634	949
كارنامے	1016	6.56	1.1457	3096
شاخوں	1017	6.56	0.9930	3841
احكام	1018	6.56	1.1980	2222
خواہشات	1019	6.56	1.5928	4322
نام	1020	6.56	1.1634	32
وزيراعلي	1021	6.56	1.5274	7036
پاك	1022	6.56	1.3577	550
بہنيں	1023	6.56	1.6557	7703
سياحتي	1024	6.56	1.1980	3524
عمير	1025	6.56	1.0721	9095
اديب	1026	6.56	1.1278	1436
پرچم	1027	6.56	1.5274	2764
كھجور	1028	6.56	1.1457	6041
دادا	1029	6.56	1.6056	2369
خاندانوں	1030	6.56	1.2316	3233
صحافت	1031	6.56	1.1808	3239
الہ	1032	6.56	1.4730	939
ہمشيرہ	1033	6.56	1.4868	8686
لياقت	1034	6.56	1.2149	3471
انگور	1035	6.56	1.2480	6669
اجتماع	1036	6.56	1.2803	3646
ربيعہ	1037	6.56	1.2643	8797
عبيد	1038	6.56	1.4165	5753
ہيرے	1039	6.56	1.2803	7827
نوجوانان	1040	6.56	1.3726	8211
اطاعت	1041	6.56	1.2961	2647
سليمانيہ	1042	6.56	1.2643	9616
تجاويز	1043	6.56	1.1980	4461
متن	1044	6.56	1.1278	1953
متحد	1045	6.56	1.1457	2557
پيغام	1046	6.56	1.2480	1229
ديني	1047	6.56	1.5800	1012
مضبوطي	1048	6.56	1.0134	6160
دوستانہ	1049	6.56	1.2316	5831
ترقياتي	1050	6.56	1.2316	3555
منصور	1051	6.56	1.3118	3080
سيدہ	1052	6.56	1.2480	8351
زميں	1053	6.56	1.1278	5488
اجمعين	1054	6.56	1.3118	7675
صلاحيتوں	1055	6.56	1.2149	2620
رومانوي	1056	6.56	1.1634	5569
اولاديں	1057	6.56	1.5670	8968
بلندي	1058	6.56	1.1980	310
فخر	1059	6.56	1.2961	2319
قوميت	1060	6.56	1.0910	3665
سنبھالي	1061	6.56	1.1634	3493
وزيراعظم	1062	6.56	1.7280	1407
عالمگير	1063	6.56	1.2643	2771
ہوشيار	1064	6.56	1.0333	6771
ارادہ	1065	6.56	1.2149	2200
كمالات	1066	6.56	1.4450	6496
چہرے	1067	6.56	1.0134	3298
دلكش	1068	6.56	1.5800	3521
احكامات	1069	6.56	1.1980	3317
عماد	1070	6.56	1.1980	8599
پرندوں	1071	6.56	1.0134	3596
ازدواجي	1072	6.56	1.3426	7044
مجيب	1073	6.56	1.2643	7306
وعدے	1074	6.56	1.3273	6655
حرم	1075	6.56	1.5539	3204
عليہا	1076	6.56	1.4020	8369
وليد	1077	6.56	1.2149	3584
الفطرت	1078	6.56	1.2643	8028
سمندر	1079	6.56	1.4450	624
جان	1080	6.56	1.3426	481
اختيار	1081	6.56	1.1278	199
دن	1082	6.54	1.4458	304
حيدر	1083	6.54	1.4028	1478
يونس	1084	6.54	1.3433	4154
سيالكوٹ	1085	6.54	1.2157	3134
نوازا	1086	6.54	1.1817	1339
ليكچرار	1087	6.54	1.4737	9143
تفصيلي	1088	6.54	1.3280	1346
بادل	1089	6.54	1.2157	4884
بارش	1090	6.54	1.5147	1778
جانداروں	1091	6.54	1.0730	2611
نوبل	1092	6.54	1.1466	2819
لقب	1093	6.54	1.4598	1239
نگراني	1094	6.54	1.2651	1528
اصول	1095	6.54	1.2324	954
زيور	1096	6.54	1.0730	6467
لكھنا	1097	6.54	1.1988	2590
قوميں	1098	6.54	1.2488	5036
پروگرام	1099	6.54	1.2969	1468
تاجدار	1100	6.54	1.3734	9538
فوٹبالر	1101	6.54	1.1988	5849
سرفہرست	1102	6.54	1.3126	5744
تفہيم	1103	6.54	1.6686	5151
تجربہ	1104	6.54	1.1104	1311
نرگس	1105	6.54	1.2651	9726
دارلخلافہ	1106	6.54	1.0343	5825
فاتحہ	1107	6.54	1.7168	8844
ترجيح	1108	6.54	1.3433	2314
عصر	1109	6.54	1.4458	2458
عشرت	1110	6.54	1.0919	6603
جدوجہد	1111	6.54	1.5546	1640
چشموں	1112	6.54	1.0919	7734
گوشت	1113	6.54	1.1643	2437
فوج	1114	6.54	1.6062	397
نعيم	1115	6.54	1.3881	7023
باقاعدہ	1116	6.54	1.2324	878
چين	1117	6.54	1.2157	615
سنہري	1118	6.54	1.1988	3565
ياسر	1119	6.54	1.1287	5692
تصاوير	1120	6.54	1.2157	894
اولين	1121	6.54	1.2651	1395
موٹر	1122	6.54	1.1817	4000
نظم	1123	6.54	1.2157	1191
بوسہ	1124	6.54	1.3126	9272
انتخاب	1125	6.54	1.0730	917
انفارميشن	1126	6.54	1.4316	6539
مالامال	1127	6.54	1.2157	9147
شاعرہ	1128	6.54	1.0919	8581
كارنامہ	1129	6.54	1.3433	2399
پڑھايي	1130	6.54	1.7752	3552
ساينسدان	1131	6.54	1.4028	1832
ترجمہ	1132	6.54	1.3734	554
انسٹيٹيوٹ	1133	6.54	1.2651	5076
مصنفہ	1134	6.54	1.3280	6757
فن	1135	6.54	1.1817	573
جميل	1136	6.54	1.4316	4416
حصول	1137	6.54	1.1287	1146
سہارا	1138	6.54	1.3433	2752
نصرت	1139	6.54	1.3734	4872
طبيب	1140	6.54	1.4172	2683
نگران	1141	6.54	1.1817	3823
شرف	1142	6.54	0.9521	2016
ايوارڈز	1143	6.54	1.3126	7530
معين	1144	6.54	1.2969	2915
تلقين	1145	6.54	1.2651	3257
كاروباري	1146	6.54	1.3280	1912
خاص	1147	6.54	1.1988	237
عابد	1148	6.54	1.4172	4589
شاہان	1149	6.54	1.1287	7610
نرمي	1150	6.54	1.0919	7499
سميع	1151	6.54	1.3734	8819
گاوں	1152	6.54	1.4172	860
راني	1153	6.54	1.0919	2749
قدرتي	1154	6.54	1.3584	892
اداب	1155	6.54	1.2157	4398
الطارق	1156	6.54	1.2651	8960
لاكھوں	1157	6.54	1.5546	1937
خوب	1158	6.54	0.9941	1368
سعد	1159	6.54	1.4598	2726
انجينيرنگ	1160	6.54	1.1287	4825
قافلہ	1161	6.54	1.1817	5938
ترجمان	1162	6.54	1.3433	3796
لڑكيوں	1163	6.54	1.4598	4054
ثانيہ	1164	6.52	1.2974	4573
سجاد	1165	6.52	1.3130	4637
الفتح	1166	6.52	1.1993	7847
پيداوار	1167	6.52	1.1110	884
برتري	1168	6.52	1.2816	3829
انوار	1169	6.52	1.0736	5793
شعور	1170	6.52	1.3886	2124
عمدہ	1171	6.52	1.2816	2787
نيوز	1172	6.52	1.5550	3281
حامد	1173	6.52	1.2816	4115
دفاتر	1174	6.52	1.3438	2354
اكسفورڈ	1175	6.52	1.6567	4010
طاقتوں	1176	6.52	1.2162	3161
گفتگو	1177	6.52	1.1993	1657
پڑھ	1178	6.52	1.3738	1493
لاہوري	1179	6.52	1.1993	4977
ہنس	1180	6.52	1.1993	7324
منفرد	1181	6.52	1.6193	1754
مور	1182	6.52	1.5016	6513
نرم	1183	6.52	1.3589	2736
انتظام	1184	6.52	1.1110	810
صفحہ	1185	6.52	1.1822	584
سپاہي	1186	6.52	1.2493	2654
وادياں	1187	6.52	1.2816	6899
سانس	1188	6.52	1.1292	2806
كيمبرج	1189	6.52	1.6066	3501
مشرقي	1190	6.52	1.1822	287
ابوالفضل	1191	6.52	1.4741	9456
زبور	1192	6.52	1.6811	9340
راضي	1193	6.52	1.2816	3838
كوثر	1194	6.52	1.3738	9126
طارق	1195	6.52	1.2162	3160
طلبا	1196	6.52	1.2493	5932
حقدار	1197	6.52	1.0736	6107
نصيحت	1198	6.52	1.3130	4003
كھيتي	1199	6.52	1.2162	5263
كہانيوں	1200	6.52	1.1648	2812
مدد	1201	6.52	1.3438	275
نديم	1202	6.52	1.1471	6397
عباس	1203	6.52	1.6066	1400
سايٹس	1204	6.52	1.2974	9072
ترانہ	1205	6.52	1.3285	5714
صالحين	1206	6.52	1.6932	9365
اميد	1207	6.52	1.4462	1903
الشيخ	1208	6.52	1.2329	7342
زرخيز	1209	6.52	1.3886	2845
مستقيم	1210	6.52	1.3438	2526
خالہ	1211	6.52	1.4320	7909
گھر	1212	6.52	1.3886	364
مفيد	1213	6.52	1.4320	1510
يقين	1214	6.52	1.0736	1173
اثناء	1215	6.52	1.1993	8942
معجزہ	1216	6.52	1.5016	8654
نوشہرہ	1217	6.52	1.2493	7177
محدث	1218	6.52	1.5285	3118
الحجہ	1219	6.52	1.6811	4561
ماموں	1220	6.52	1.2162	5113
شہادتيں	1221	6.52	1.6689	9627
نيت	1222	6.52	1.3589	4151
مرد	1223	6.52	1.4462	1206
دريافت	1224	6.52	1.5151	672
علاج	1225	6.52	1.4741	1353
طالب	1226	6.52	1.7052	1074
نفع	1227	6.52	1.0150	5530
ريال	1228	6.52	1.3285	8804
اقتدار	1229	6.52	1.2974	877
جاندار	1230	6.52	1.1993	1781
تحسين	1231	6.52	1.3589	3893
بچے	1232	6.52	1.4602	994
پڑھانے	1233	6.52	1.1110	7075
قاضي	1234	6.52	1.3285	1952
شاعروں	1235	6.52	1.1471	3842
قايدين	1236	6.52	1.3285	8374
سہيل	1237	6.52	1.3285	4850
كھانے	1238	6.52	1.1993	1383
نقش	1239	6.52	1.1110	2527
شعرا	1240	6.52	1.1292	5248
سخي	1241	6.52	1.2493	8338
شافعي	1242	6.52	1.3130	4181
انسانوں	1243	6.52	0.9947	1318
شاكر	1244	6.52	1.5151	6474
فٹبالر	1245	6.52	1.1648	9966
اقرار	1246	6.52	1.6443	4066
فيملي	1247	6.52	1.2493	7443
كرامت	1248	6.52	1.5285	6142
تعظيم	1249	6.52	1.2656	6209
فنكاروں	1250	6.52	1.1471	6486
شاعر	1251	6.52	1.1993	499
كپڑا	1252	6.52	1.0736	4859
ترجيحات	1253	6.52	1.1110	7380
فرمان	1254	6.52	1.2329	2810
كپڑے	1255	6.50	1.5017	2757
علمي	1256	6.50	1.1112	866
قاسمي	1257	6.50	1.2330	5852
اقسام	1258	6.50	1.1824	661
استحكام	1259	6.50	1.1112	3285
دانش	1260	6.50	1.4463	3686
تبديلياں	1261	6.50	1.2657	1906
مچھلياں	1262	6.50	1.1112	6879
نظير	1263	6.50	1.1650	3025
صاحب	1264	6.50	1.5419	575
تصديق	1265	6.50	1.1112	1816
حقيقت	1266	6.50	1.1650	762
كينيڈا	1267	6.50	1.5940	837
جزاير	1268	6.50	1.1995	815
ہاشمي	1269	6.50	1.3590	4496
ڈگري	1270	6.50	1.4880	926
ميوزك	1271	6.50	1.3439	6282
سپريم	1272	6.50	1.2657	2926
برادر	1273	6.50	1.3439	8041
سليم	1274	6.50	1.2657	2256
سكندر	1275	6.50	1.3740	2682
عزم	1276	6.50	1.3887	3568
سٹار	1277	6.50	1.1473	5919
ڈھال	1278	6.50	1.2495	6459
نقد	1279	6.50	1.1824	6896
اناج	1280	6.50	1.3740	6189
بندرگاہيں	1281	6.50	1.0926	6929
صوفيوں	1282	6.50	1.2657	8137
عقاب	1283	6.50	1.1995	7280
ملك	1284	6.50	1.3887	147
توكل	1285	6.50	1.2817	9298
زيتون	1286	6.50	1.4321	7765
روشناس	1287	6.50	1.0351	4634
بنوں	1288	6.50	1.1995	4355
شگفتہ	1289	6.50	1.1995	8356
جيتے	1290	6.50	1.2330	4941
العمل	1291	6.50	1.3132	5992
تسكين	1292	6.50	1.3439	4729
حساب	1293	6.50	1.2657	1070
طبيعت	1294	6.50	1.1824	2808
تصويري	1295	6.50	1.2330	5810
قوانين	1296	6.50	1.1824	1238
دلچسپي	1297	6.50	1.2976	1479
بارشوں	1298	6.50	1.3439	6084
شمال	1299	6.50	1.1650	262
منظم	1300	6.50	1.4880	1565
گولڈن	1301	6.50	1.2330	5672
صحافي	1302	6.50	1.1650	2085
كليم	1303	6.50	1.5017	5761
سيد	1304	6.50	1.4604	488
صاحبزادے	1305	6.50	1.4178	2433
ميزان	1306	6.50	1.1824	4765
موبايل	1307	6.50	1.3439	4661
صدر	1308	6.50	1.1473	167
كارناموں	1309	6.50	1.1294	5037
جاپان	1310	6.50	1.4321	1342
اسٹريليا	1311	6.50	1.6568	1201
يونين	1312	6.50	1.0738	771
كسان	1313	6.50	1.1824	4541
شملہ	1314	6.50	1.3132	9936
زميندار	1315	6.50	1.1294	4960
مخصوص	1316	6.50	1.1294	403
ملازمين	1317	6.50	1.2976	4492
پڑھيں	1318	6.50	1.2495	2365
مصنف	1319	6.50	1.3740	710
فيشن	1320	6.50	1.3740	7136
اصلاحات	1321	6.50	1.0152	2223
رنگين	1322	6.50	1.2657	4244
اصلاحي	1323	6.50	1.1650	4157
سرمايہ	1324	6.50	1.0152	1549
طلب	1325	6.50	1.2657	1237
ثقافت	1326	6.50	1.1650	1027
اسكالر	1327	6.50	1.1824	8447
دوربين	1328	6.50	1.4033	7752
دوست	1329	6.50	1.3887	1424
مضمون	1330	6.50	0.9091	413
غذا	1331	6.50	1.4178	3266
كمرہ	1332	6.50	1.1650	5762
قانوني	1333	6.50	1.1112	1276
حصہ	1334	6.50	1.1473	138
عہدوں	1335	6.50	1.2495	3077
سہولتيں	1336	6.50	1.3740	8577
اپنا	1337	6.50	1.1473	222
صوفي	1338	6.50	1.5017	1556
كوہاٹ	1339	6.50	1.2164	5582
اعتبار	1340	6.50	1.0546	716
شہريت	1341	6.50	1.2164	4801
خضر	1342	6.50	1.4178	5163
فضايل	1343	6.50	1.5419	6249
تعطيلات	1344	6.50	1.5419	421
تاحيات	1345	6.50	1.4178	7559
اسماني	1346	6.50	1.2495	5069
سامان	1347	6.50	1.1473	1409
العابدين	1348	6.50	1.4743	4611
چيني	1349	6.50	1.2976	1118
تاريخي	1350	6.50	0.9742	445
راج	1351	6.50	1.1650	1695
اكرم	1352	6.50	1.5551	1777
سكردو	1353	6.50	1.2330	7608
اداكاروں	1354	6.50	1.1112	6911
محنتي	1355	6.50	1.3439	9151
ارسلان	1356	6.50	1.7757	8947
شوقين	1357	6.50	1.1824	6244
خوابوں	1358	6.50	1.2817	7746
انتظاميہ	1359	6.50	1.1650	2503
سيدھے	1360	6.48	1.1292	4082
چشمے	1361	6.48	1.1292	7581
دينار	1362	6.48	1.3285	5567
مصر	1363	6.48	1.0736	579
خالص	1364	6.48	1.0925	1933
بيگم	1365	6.48	1.5810	3679
جہان	1366	6.48	1.1110	3868
پروگراموں	1367	6.48	1.2162	5895
برادران	1368	6.48	1.4462	7360
غوثيہ	1369	6.48	1.3438	9963
مفہوم	1370	6.48	1.1471	1048
بيٹے	1371	6.48	1.6443	638
پشتونوں	1372	6.48	1.2656	6801
سحر	1373	6.48	1.3886	4080
دانت	1374	6.48	1.2329	4897
تفريحي	1375	6.48	1.2493	3797
ليلہ	1376	6.48	1.1110	9694
ازادانہ	1377	6.48	1.1110	4065
خانداني	1378	6.48	1.4177	2766
بہتري	1379	6.48	1.2974	2699
مرتضي	1380	6.48	1.3285	6881
ديہاتوں	1381	6.48	1.1292	6580
بنگلہ	1382	6.48	1.3285	1586
شاندار	1383	6.48	1.2162	1783
سپاہانہ	1384	6.48	1.1822	9610
عمارتوں	1385	6.48	1.0150	3528
يقينا	1386	6.48	1.0736	2444
فرمانروا	1387	6.48	1.2493	4040
مشروب	1388	6.48	1.3130	9157
وقاص	1389	6.48	1.5151	9199
تيارياں	1390	6.48	1.4032	5719
فلك	1391	6.48	1.2329	4480
رجب	1392	6.48	1.1471	2861
پنشن	1393	6.48	1.2493	9282
نظريہ	1394	6.48	1.3589	751
ارشد	1395	6.48	1.5939	7332
