Word	Havg	StDev	FreqList
إبنة	737	6.84	1.6581	5886
الرحلة	738	6.82	1.2567	1731
رفاق	739	6.82	1.1899	501
حظك	740	6.82	1.2237	5970
إله	741	6.82	1.9133	4104
أحلامي	742	6.82	1.1551	7462
إلهي	743	6.82	1.8919	171
الماء	744	6.82	1.4384	487
الأبيض	745	6.82	1.4097	1619
النساء	746	6.82	1.3200	674
التعاون	747	6.82	1.1008	9420
يؤمن	748	6.82	1.3045	6247
ثمين	749	6.82	1.2887	8883
سليمة	750	6.82	0.9190	8017
قلبك	751	6.82	1.0631	1891
الأفلام	752	6.82	1.5477	2176
مرحبآ	753	6.82	1.1899	7756
بيتي	754	6.82	1.4525	1589
تشرفت	755	6.82	1.0631	6666
بسلام	756	6.80	1.2454	4182
كسب	757	6.80	1.1249	8130
كمبيوتر	758	6.80	1.3553	7959
الجلالة	759	6.80	1.5119	6844
اؤمن	760	6.80	1.3702	9794
ابيض	761	6.80	1.2617	9161
الاولاد	762	6.80	1.4142	4884
الصبر	763	6.80	1.5386	7063
للحياة	764	6.80	1.2617	3987
زوجته	765	6.80	1.3248	1649
أنقذت	766	6.80	1.1066	4184
يهتم	767	6.80	1.1606	1482
أحترم	768	6.80	1.1780	9178
الشجرة	769	6.80	1.1606	2859
أمين	770	6.80	1.2122	6719
المفضل	771	6.80	1.1780	1606
روحي	772	6.80	1.3401	4574
الفن	773	6.80	1.2289	4416
علماء	774	6.80	1.1429	8104
للوطن	775	6.80	1.3553	4154
الرفاق	776	6.80	1.2936	3197
التفاح	777	6.80	1.1606	6490
قلب	778	6.80	1.1066	1486
للراحة	779	6.80	1.3997	9974
التكنولوجيا	780	6.80	1.5779	7983
الإعتناء	781	6.80	1.0498	9828
طيران	782	6.80	1.1780	6573
النباتات	783	6.80	1.1780	7773
يثق	784	6.80	1.3401	7599
المشاعر	785	6.78	1.3445	5066
الرعاية	786	6.78	1.2171	7461
العطلة	787	6.78	1.6449	5921
فتيات	788	6.78	1.1830	1542
الحق	789	6.78	1.3596	1269
ماهر	790	6.78	1.2171	7116
فستان	791	6.78	1.2824	6843
الصغار	792	6.78	1.2824	2550
كعك	793	6.78	1.2171	7311
بريئة	794	6.78	1.2664	9117
المفاجأة	795	6.78	1.5022	9208
ألطف	796	6.78	1.1301	9755
حلم	797	6.78	1.0160	1701
حسن	798	6.78	1.1657	1185
الأغاني	799	6.78	1.4469	7020
بتحسن	800	6.78	0.9750	3410
المقدس	801	6.78	1.2824	3906
ياصديقي	802	6.78	1.3596	5466
تؤمن	803	6.78	1.2664	3236
بخير	804	6.78	1.2501	75
رحلة	805	6.78	1.3445	1119
تحسن	806	6.78	1.0359	8560
بصدق	807	6.78	1.3293	4554
الوطنية	808	6.76	1.3334	7335
طبيعة	809	6.76	1.3180	4461
بيت	810	6.76	1.3334	616
فنان	811	6.76	1.5328	6483
الشريف	812	6.76	1.0412	4121
صدق	813	6.76	1.1528	6224
الفارس	814	6.76	1.3486	6652
شقتي	815	6.76	1.2707	6440
القوة	816	6.76	1.2867	1171
سباحة	817	6.76	1.1704	9331
تمازحني	818	6.76	1.4647	9550
شريف	819	6.76	1.3024	5277
المسرحية	820	6.76	1.2048	8237
اهلا	821	6.76	1.1528	1158
يعجبني	822	6.76	1.3786	2281
أملك	823	6.76	1.2707	1541
أؤمن	824	6.76	1.2545	2742
شرف	825	6.76	1.2707	2860
جلالة	826	6.76	1.2707	9227
فتاتي	827	6.76	1.3180	4133
يغني	828	6.76	1.6107	9537
البيت	829	6.76	1.2545	362
للرقص	830	6.76	1.3786	6608
الأمطار	831	6.76	1.5059	9862
نجم	832	6.76	1.1350	3116
أروع	833	6.76	1.3786	6518
البسكويت	834	6.76	1.0984	8460
سهلا	835	6.74	1.2423	6431
عائلته	836	6.74	1.3674	4352
قوية	837	6.74	1.1747	1470
هادئة	838	6.74	1.0654	3557
أهل	839	6.74	1.4259	6785
قوى	840	6.74	1.1395	3057
سهل	841	6.74	1.0063	1480
سكر	842	6.74	1.3674	5086
التاج	843	6.74	1.2090	6713
الوردي	844	6.74	1.0264	9400
ابنة	845	6.74	1.2090	3107
موافق	846	6.74	1.2747	1702
والده	847	6.74	1.4259	3010
مفيد	848	6.74	1.1031	4593
المستقبل	849	6.74	1.2586	1375
تمزحين	850	6.74	1.2090	4016
قوة	851	6.74	1.1031	1126
أفلام	852	6.74	1.2586	4123
فريدة	853	6.74	1.2586	9913
بيتزا	854	6.74	1.3063	5312
رياضي	855	6.72	1.2296	9687
الأسطورة	856	6.72	1.3254	9824
مشهور	857	6.72	1.2129	4499
البساطة	858	6.72	1.1256	5740
أعز	859	6.72	1.1959	7047
الشباب	860	6.72	1.2784	1564
ساره	861	6.72	1.4574	1869
ابنه	862	6.72	1.4003	5909
مغامرة	863	6.72	1.3856	8772
الطيران	864	6.72	1.2784	2061
جدتك	865	6.72	1.8075	6164
السيدات	866	6.72	1.3407	1279
ضوء	867	6.72	1.0110	1926
أشجار	868	6.72	1.1613	9764
التعليم	869	6.72	1.2461	6803
السرير	870	6.72	1.3407	1370
بالحياة	871	6.72	1.2296	5837
أحلم	872	6.72	1.4291	4085
عالمي	873	6.72	1.3099	5776
صواب	874	6.72	1.1436	3637
عزيزي	875	6.72	1.1256	407
الرقص	876	6.72	1.5524	1142
العفو	877	6.72	1.1436	5187
مشاعري	878	6.72	1.0887	7851
استرخي	879	6.72	1.1787	7443
أثق	880	6.72	1.0698	2001
صديقته	881	6.72	1.2943	6837
الحقيقية	882	6.72	1.3856	2012
يحلو	883	6.72	1.1613	8100
خضراء	884	6.72	1.1613	8246
القلب	885	6.72	1.3099	1553
تمطر	886	6.72	1.4988	4980
مياه	887	6.72	1.4148	4320
حقيقي	888	6.70	1.0738	657
حلمك	889	6.70	1.0546	8978
الجدة	890	6.70	1.6444	6023
أمنا	891	6.70	1.3740	9028
ياعزيزتي	892	6.70	1.1650	6374
منزلنا	893	6.70	1.4321	4636
النهر	894	6.70	1.1650	1491
ماء	895	6.70	1.2495	1630
الصحيحة	896	6.70	1.0738	3876
سلامة	897	6.70	1.3286	9439
أخت	898	6.70	1.3590	4314
الصواب	899	6.70	1.1294	3437
لعبه	900	6.70	1.0738	7803
أبتاه	901	6.70	1.4880	8275
السهولة	902	6.70	0.9742	5598
الجيد	903	6.68	1.2027	802
سيدات	904	6.68	1.2526	4729
ترتاح	905	6.68	1.1147	8272
تحية	906	6.68	1.0962	9271
واثقة	907	6.68	1.1328	3018
ابن	908	6.68	1.3915	717
المعرفة	909	6.68	1.1856	4746
الكعك	910	6.68	1.2196	3970
قلبها	911	6.68	1.2526	6654
بلطف	912	6.68	1.2362	4455
الأضواء	913	6.68	0.9570	4472
الغذاء	914	6.68	1.0962	2968
الرحب	915	6.68	0.9134	2277
فطيرة	916	6.68	1.0962	4287
فتاه	917	6.68	1.2526	2397
القوى	918	6.68	1.1856	6148
السهل	919	6.68	1.0388	2431
طعام	920	6.68	1.2196	1398
انقذت	921	6.68	1.4061	9514
التسوق	922	6.68	1.5043	7747
الأنوار	923	6.66	1.1537	6055
المثيرة	924	6.66	1.6364	6014
انقاذ	925	6.66	1.1713	6250
الذكريات	926	6.66	1.5201	5433
مال	927	6.66	1.1713	1262
رفيق	928	6.66	0.9172	2346
تقدير	929	6.66	1.3032	5188
مثيرة	930	6.66	1.5986	1501
التقدم	931	6.66	1.0994	4718
البيضاء	932	6.66	1.4086	3085
المشاركة	933	6.66	1.1537	8505
الحيوية	934	6.66	1.1713	7018
دولارا	935	6.66	1.2224	9030
أحلام	936	6.66	1.0022	4707
مقدس	937	6.66	1.5858	9840
الرياضية	938	6.66	1.1537	5019
حظا	939	6.66	1.3188	4585
أمن	940	6.66	1.9442	2610
استراحة	941	6.66	1.1178	5750
إستراحة	942	6.66	1.0422	5435
الافلام	943	6.66	1.1359	7081
أختاه	944	6.66	1.4792	9122
هادئين	945	6.66	1.2715	9339
برحلة	946	6.66	1.3188	9085
أحسن	947	6.66	1.3342	2786
المنزل	948	6.66	1.2554	241
تاج	949	6.66	1.3342	8501
الساحل	950	6.66	1.3342	5097
ذكريات	951	6.66	1.3793	6553
بساطة	952	6.66	1.2390	8853
لعبت	953	6.66	1.1537	5654
الصحيح	954	6.64	1.4251	1242
النوم	955	6.64	1.1739	614
أمرأة	956	6.64	1.1021	7754
اساعدك	957	6.64	1.0645	4399
لعيد	958	6.64	1.5487	7246
خارق	959	6.64	1.4950	7926
يولد	960	6.64	1.1021	8473
زوجى	961	6.64	1.5354	5537
الإهتمام	962	6.64	1.1739	7072
زعيم	963	6.64	1.5221	2482
بهدوء	964	6.64	1.1205	2358
تحياتى	965	6.64	1.1205	8354
حليب	966	6.64	1.2898	6957
نبيل	967	6.64	1.2739	7642
تعزف	968	6.64	1.0835	6352
الملعب	969	6.64	1.1739	3715
الفستان	970	6.64	1.3516	5472
صباحا	971	6.64	1.1205	2414
إصلاح	972	6.64	1.4675	6382
اقوى	973	6.64	1.1205	9432
ينجو	974	6.64	1.1021	9530
المشهور	975	6.64	1.1205	9214
الكريسماس	976	6.64	1.9034	5928
جيدون	977	6.64	1.2578	5154
سيارتى	978	6.64	1.2249	6030
أطير	979	6.64	1.2898	9386
قوي	980	6.64	1.0451	1551
المطعم	981	6.64	1.2739	2669
بيتك	982	6.64	1.4813	3135
الخضراء	983	6.64	1.2898	5174
صحيح	984	6.64	1.0053	95
حى	985	6.62	1.3686	6149
فرصة	986	6.62	1.0859	468
موفق	987	6.62	1.1045	9577
القوي	988	6.62	0.9666	5594
سليم	989	6.62	1.2436	4403
الفرصة	990	6.62	1.0669	1107
إتفقنا	991	6.62	1.1229	2301
مليون	992	6.62	1.5238	679
السمك	993	6.62	1.1933	2163
المقدسة	994	6.62	1.4126	5383
الضوء	995	6.62	1.3076	1305
أزياء	996	6.62	1.1586	9148
الفرسان	997	6.62	1.1409	7324
حصان	998	6.62	1.3076	3448
الفطائر	999	6.62	1.3686	6793
بطولة	1000	6.62	1.1761	4957
فن	1001	6.62	1.1229	6582
ببساطة	1002	6.62	1.2271	1718
الامن	1003	6.62	1.6149	7377
بنت	1004	6.62	1.1761	1327
اولاد	1005	6.62	1.2599	5509
نهر	1006	6.62	1.3076	3677
منزلي	1007	6.62	1.1586	1469
العصير	1008	6.62	1.2599	8827
الحليب	1009	6.60	1.1249	4192
صباح	1010	6.60	1.2122	385
افضل	1011	6.60	0.9897	552
الطبيعية	1012	6.60	1.3702	4856
نشاط	1013	6.60	1.1606	7986
حق	1014	6.60	1.4708	590
نتمنى	1015	6.60	1.0690	5373
الأولى	1016	6.60	1.4846	456
جيدين	1017	6.60	1.3702	5238
رقصة	1018	6.60	1.4569	5114
البحار	1019	6.60	1.3401	5717
دكتورة	1020	6.60	1.3093	4855
التجميل	1021	6.60	1.4142	9961
الأول	1022	6.60	1.5119	500
تحيات	1023	6.60	1.2122	4842
استطعت	1024	6.60	1.1066	2506
امن	1025	6.60	1.5119	6918
هدف	1026	6.60	1.2122	2341
تمام	1027	6.60	1.4428	2442
فخامتك	1028	6.60	1.1780	3854
أعظم	1029	6.60	1.2778	2393
البنت	1030	6.60	1.2454	2137
الكتاب	1031	6.60	1.1952	875
أسطورة	1032	6.60	1.1429	6095
العالمية	1033	6.60	1.3093	3460
الملك	1034	6.60	1.5386	733
تتمنى	1035	6.60	0.9035	5291
الكاملة	1036	6.58	1.3107	4005
قلبه	1037	6.58	1.1622	3507
شجرة	1038	6.58	1.2137	2627
مثير	1039	6.58	1.4299	857
طاقة	1040	6.58	1.2137	4398
أسهل	1041	6.58	1.0515	3514
اتمنى	1042	6.58	1.0708	1267
الخبرة	1043	6.58	1.2469	7934
امرأة	1044	6.58	1.2137	923
سحري	1045	6.58	1.5265	9201
فرصه	1046	6.58	1.0319	4132
الكمبيوتر	1047	6.58	1.5530	3674
الاهتمام	1048	6.58	1.2792	6147
يفلح	1049	6.58	1.0708	6615
بحيرة	1050	6.58	1.3566	5283
مسرح	1051	6.58	1.4581	3610
تحسين	1052	6.58	1.0708	8416
باريس	1053	6.58	1.6914	1289
تحياتي	1054	6.58	0.9916	4925
رسم	1055	6.58	1.1445	6377
عيناك	1056	6.58	1.2469	5367
مجيد	1057	6.58	1.2469	8376
بنات	1058	6.58	1.4441	2933
الاعتناء	1059	6.56	0.9723	9723
سارة	1060	6.56	1.3726	1194
الخيول	1061	6.56	1.2803	4427
بيضاء	1062	6.56	1.2643	3938
أمه	1063	6.56	1.8088	3909
بأفضل	1064	6.56	0.9930	5875
واثق	1065	6.56	1.0333	1698
سوبرمان	1066	6.56	1.5005	5724
النهار	1067	6.56	0.9930	2071
بيتنا	1068	6.56	1.4309	6716
حياتك	1069	6.56	1.2316	518
أمير	1070	6.56	1.1278	4544
نبات	1071	6.56	1.2149	9784
الأمير	1072	6.56	1.5274	1949
يرقص	1073	6.56	1.2480	8543
الكامل	1074	6.56	1.1634	4036
سريري	1075	6.56	1.0721	8385
عيوني	1076	6.56	1.1457	9844
الحصان	1077	6.56	1.2803	2811
نصيحة	1078	6.56	0.8369	4571
العذراء	1079	6.56	1.4730	8343
تحلم	1080	6.56	1.2149	5770
دافئة	1081	6.56	0.9930	9395
شابة	1082	6.56	1.1457	5111
قادرة	1083	6.56	0.9510	3280
الجرأة	1084	6.56	1.1457	9972
أقوى	1085	6.56	1.1095	1910
الأبرياء	1086	6.56	1.4591	8005
طيور	1087	6.54	1.1643	7945
التقنية	1088	6.54	1.2811	7722
جده	1089	6.54	1.6807	7410
حظي	1090	6.54	1.1988	8151
طيار	1091	6.54	1.3584	8149
هادئ	1092	6.54	1.2157	3323
قصة	1093	6.54	1.1988	682
النشاط	1094	6.54	1.1287	9457
ناضج	1095	6.54	0.8855	8700
النادي	1096	6.54	1.1817	3408
السماء	1097	6.54	1.4737	853
أخضر	1098	6.54	1.1466	6087
حبه	1099	6.54	1.2324	9798
ميلادك	1100	6.54	1.1466	5578
إكتشاف	1101	6.54	1.3433	9108
القراءة	1102	6.54	1.1643	3878
مزرعة	1103	6.54	1.2157	3795
سيداتى	1104	6.54	1.1988	6057
الأصلية	1105	6.54	1.3433	8884
دعم	1106	6.54	1.2157	5768
الطائرة	1107	6.54	1.1988	948
حماية	1108	6.54	1.1643	2160
اثق	1109	6.54	1.1817	7686
العربية	1110	6.54	1.3584	8233
السفر	1111	6.52	1.3438	2409
الشقراء	1112	6.52	1.2329	9945
حياتى	1113	6.52	1.2974	1311
سيارتي	1114	6.52	1.0736	1775
البيانو	1115	6.52	1.4320	5424
فارس	1116	6.52	1.0925	6392
فيلم	1117	6.52	1.2162	1135
الإمرأة	1118	6.52	1.4177	7759
واضحة	1119	6.52	1.1292	3602
الضيوف	1120	6.52	1.0150	6143
قمة	1121	6.52	1.2974	3318
القصر	1122	6.52	1.5418	3516
مناسبة	1123	6.52	1.0925	3081
شقتك	1124	6.52	1.2329	9138
الخيال	1125	6.52	1.4462	7077
هائل	1126	6.52	1.1648	6259
فتاة	1127	6.52	1.3130	338
فائدة	1128	6.52	1.1822	2190
مستقرة	1129	6.52	1.0544	9460
الكأس	1130	6.52	1.4032	4542
نستطيع	1131	6.52	0.9947	369
الخاتم	1132	6.52	1.0150	2461
للتسوق	1133	6.52	1.3438	8371
عمتي	1134	6.52	1.2656	5353
نادى	1135	6.52	1.2656	9312
الرسم	1136	6.52	1.1993	6353
فرص	1137	6.52	1.1993	9052
احسن	1138	6.52	1.4032	7853
الأخضر	1139	6.52	1.1822	3836
عظمة	1140	6.50	1.4178	8632
الابيض	1141	6.50	1.3590	6798
اهتمام	1142	6.50	1.1650	8074
توافق	1143	6.50	1.0351	5682
استطيع	1144	6.50	0.9530	282
تستطيع	1145	6.50	1.1112	174
الحاسوب	1146	6.50	1.3439	6161
اقرأ	1147	6.50	1.2164	7532
قوتك	1148	6.50	0.9530	6870
التليفزيون	1149	6.50	1.1650	6933
سارا	1150	6.50	1.2495	9611
يتعلم	1151	6.50	1.1473	9245
دين	1152	6.50	1.9299	2528
نثق	1153	6.50	1.1112	8940
النجم	1154	6.50	1.1650	6254
قادرون	1155	6.50	1.1650	9978
تطير	1156	6.50	1.2657	5515
الموافقة	1157	6.50	1.0926	2098
الإنقاذ	1158	6.50	1.5419	9571
الطيور	1159	6.50	1.2657	3112
الإنترنت	1160	6.50	1.3740	4158
وافقت	1161	6.50	0.9530	4338
وافق	1162	6.50	1.2976	6689
حقيقة	1163	6.50	1.4321	706
البصر	1164	6.50	1.1650	7352
نساء	1165	6.50	1.3887	3121
تفضلى	1166	6.50	1.0926	9893
والدها	1167	6.50	1.3740	4502
اتفقنا	1168	6.50	1.0546	1057
القدرة	1169	6.50	1.3286	3823
الحكمة	1170	6.50	1.3887	7559
الإحساس	1171	6.50	1.1473	6004
يفيد	1172	6.50	1.0926	9669
كرة	1173	6.50	1.4321	846
أهلا	1174	6.50	1.0152	1165
المعروف	1175	6.50	0.9742	5836
بحياة	1176	6.50	1.0926	7933
أتمني	1177	6.48	1.0349	4836
طائرات	1178	6.48	1.3285	8992
مناسب	1179	6.48	1.0736	1602
الأزياء	1180	6.48	1.1993	8866
الفرصه	1181	6.48	1.1822	8602
الحقيقه	1182	6.48	1.5285	1786
ولدت	1183	6.48	1.2329	2450
اكل	1184	6.48	1.1822	6531
العرب	1185	6.48	1.4879	4525
الشفاه	1186	6.48	1.1648	8403
نقودك	1187	6.48	1.5016	6747
معرفة	1188	6.48	1.1822	835
ينفع	1189	6.48	0.9947	5922
الشموع	1190	6.48	1.2162	9926
بريء	1191	6.48	1.4177	5674
النمو	1192	6.48	1.1822	9646
الريف	1193	6.48	1.3886	9892
الوثوق	1194	6.48	1.1822	5148
نقودي	1195	6.48	1.2974	5796
غرفتي	1196	6.48	1.2974	2867
الأصلي	1197	6.48	1.1648	7084
طائر	1198	6.48	1.1648	4031
أنثى	1199	6.48	1.1110	8503
يتمنى	1200	6.46	0.9521	8735
أستطيع	1201	6.46	1.2157	99
المصباح	1202	6.46	1.1104	5743
الملكي	1203	6.46	1.4172	8064
أولاد	1204	6.46	1.5012	1259
شيك	1205	6.46	1.3734	6420
غداء	1206	6.46	1.1287	8970
ملكي	1207	6.46	1.0539	3648
قبله	1208	6.46	1.5546	8486
منزل	1209	6.46	1.3126	727
كامل	1210	6.46	1.1287	1092
جزيلا	1211	6.46	1.0730	2291
بالراحة	1212	6.46	1.3584	6240
تثقي	1213	6.46	1.1466	9073
سأساعدك	1214	6.46	1.1817	5536
رعاية	1215	6.46	0.9941	5937
خيال	1216	6.46	1.1988	6830
يارفاق	1217	6.46	1.1643	2845
نعيش	1218	6.46	1.1643	2236
سيارات	1219	6.46	1.3280	2726
يطير	1220	6.46	1.2651	6380
عيونك	1221	6.46	1.2157	5883
مطعم	1222	6.46	1.0919	2446
غذاء	1223	6.46	1.1466	7793
فرنسا	1224	6.46	1.6062	2352
العين	1225	6.46	1.4172	2858
المطار	1226	6.46	1.3881	2593
أبيه	1227	6.44	1.3426	9829
الحل	1228	6.44	1.0529	4863
هواء	1229	6.44	1.3874	6370
الشاب	1230	6.44	1.1980	1351
إثارة	1231	6.44	1.7975	4979
الطائرات	1232	6.44	1.1980	4963
خاتم	1233	6.44	1.1634	3596
مكتبة	1234	6.44	1.4165	7013
اصدق	1235	6.44	1.1808	2179
فرصتك	1236	6.44	0.9293	4830
دولار	1237	6.44	1.5800	314
ألهى	1238	6.44	1.8969	4641
المثير	1239	6.44	1.3726	5495
توفير	1240	6.44	1.0529	9481
معلمي	1241	6.44	1.2149	8265
أصدقك	1242	6.44	1.1278	4270
أتفقنا	1243	6.44	1.0333	5425
حي	1244	6.44	1.3118	1864
اللعبه	1245	6.44	1.2961	6605
أكلت	1246	6.44	1.2316	4761
للبيت	1247	6.44	1.3426	1002
الشرعي	1248	6.44	1.1808	9727
الغداء	1249	6.44	1.1457	1797
ملايين	1250	6.44	1.5928	1874
واسع	1251	6.44	1.1634	7984
سرير	1252	6.44	1.3577	4831
التواصل	1253	6.44	0.9723	9658
اتمني	1254	6.44	1.0529	7570
حسنا	1255	6.44	1.0721	39
وجدتها	1256	6.44	1.1095	2494
بسيطة	1257	6.44	1.0134	2230
بدقة	1258	6.44	1.0910	9278
التزلج	1259	6.42	1.1265	8126
ملكى	1260	6.42	1.3566	8660
الهدف	1261	6.42	1.1445	1152
محقة	1262	6.42	1.0515	2275
تثق	1263	6.42	0.9708	2453
أسماك	1264	6.42	1.2469	9735
تفضلي	1265	6.42	1.0319	2143
الاول	1266	6.42	1.3716	2156
آنسة	1267	6.42	0.9055	838
مملكة	1268	6.42	1.4299	6305
تفضل	1269	6.42	1.1968	714
بطفل	1270	6.42	1.2304	9066
بوضوح	1271	6.42	1.0708	3405
عشاء	1272	6.42	1.1082	3072
زرع	1273	6.42	1.2631	8958
اكتشاف	1274	6.42	1.1082	6596
الكتب	1275	6.42	1.1622	2261
ينمو	1276	6.42	1.1968	7153
تعتني	1277	6.42	0.9708	6336
تقرأ	1278	6.42	1.3566	3328
الحقيقى	1279	6.42	1.1622	4200
جدير	1280	6.42	1.3864	9485
المشروبات	1281	6.42	1.2137	6315
رواية	1282	6.42	1.2469	7736
بليون	1283	6.42	1.6047	8021
كثير	1284	6.42	1.1445	904
عمك	1285	6.42	1.4441	3813
مهارات	1286	6.42	1.3415	7825
مساعده	1287	6.42	1.1445	7894
إمرأة	1288	6.42	1.4721	1055
أوافق	1289	6.42	1.0708	5166
أحمد	1290	6.42	1.6047	2652
الفرص	1291	6.42	1.1445	8366
مفاجئة	1292	6.42	1.4721	6773
عقلي	1293	6.42	1.1968	3361
تنظيف	1294	6.42	1.2792	4580
نأمل	1295	6.42	0.9708	7776
سيساعدك	1296	6.42	0.9278	9813
الحقيقي	1297	6.42	1.2137	984
القطط	1298	6.42	1.4010	4620
التنظيف	1299	6.40	1.2454	6135
زميل	1300	6.40	1.0102	6413
الآنسة	1301	6.40	1.3093	1454
صاحب	1302	6.40	1.2617	1265
تستطيعون	1303	6.40	1.1066	5130
مساعدة	1304	6.40	0.8571	991
الفهم	1305	6.40	1.0690	7444
الولادة	1306	6.40	1.6413	6211
تنقذ	1307	6.40	1.1952	8088
امرأه	1308	6.40	1.3702	8122
الميلاد	1309	6.40	1.3093	1270
الشابة	1310	6.40	1.3248	6534
بالتأكيد	1311	6.40	1.0690	180
الاتحاد	1312	6.40	1.2454	8279
كتاب	1313	6.40	1.4708	1334
الولد	1314	6.40	1.2617	989
أصدق	1315	6.40	1.2454	725
صغار	1316	6.40	1.3702	4286
الزيارة	1317	6.40	1.1066	9225
العمة	1318	6.40	1.2617	8067
فجر	1319	6.40	1.7613	9061
حيا	1320	6.40	1.0880	3574
العزف	1321	6.40	1.4286	6838
أتمنى	1322	6.40	1.0102	382
كبير	1323	6.40	1.1952	298
وصلنا	1324	6.40	1.1780	1521
هادئا	1325	6.40	0.9689	9726
الجمعة	1326	6.40	1.4569	2273
عذراء	1327	6.40	1.3997	5093
الجاذبية	1328	6.40	1.3553	7165
نتفق	1329	6.40	1.1249	8729
سار	1330	6.40	1.3702	6110
الخارق	1331	6.40	1.6162	8598
تتقدم	1332	6.40	1.0880	8652
المكتبة	1333	6.40	1.2454	4600
الصبي	1334	6.40	1.1780	3591
حلول	1335	6.40	1.2122	8006
أعزف	1336	6.40	1.3093	9554
يابني	1337	6.40	1.3401	9601
اللبن	1338	6.38	1.1229	8955
منزلك	1339	6.38	1.4968	1937
عاش	1340	6.38	1.2271	4609
بأمانة	1341	6.38	1.2599	8765
كاملة	1342	6.38	1.2271	1580
العم	1343	6.38	1.2271	2564
نأكل	1344	6.38	1.0669	4440
آدم	1345	6.38	1.4412	2382
الفطور	1346	6.38	1.3536	4405
لقاء	1347	6.38	1.0079	3941
ميلادي	1348	6.38	1.2599	4385
الإفطار	1349	6.38	1.1229	6237
العرش	1350	6.38	1.3981	6840
ملكك	1351	6.38	0.9666	5235
مهتمة	1352	6.38	1.0476	4999
اللقاء	1353	6.38	1.3536	623
انسان	1354	6.38	1.3076	6177
مهندس	1355	6.38	1.0859	9267
حقيقى	1356	6.38	1.0669	1875
طير	1357	6.38	1.0669	9598
يساعدك	1358	6.38	1.0859	5557
قدرة	1359	6.38	1.0669	8185
حياتنا	1360	6.38	1.2436	1857
حقيقيه	1361	6.38	1.2103	9107
ملعب	1362	6.38	1.3686	7129
نلتقي	1363	6.38	0.9875	5008
أحياء	1364	6.38	1.1409	3378
حسنآ	1365	6.38	1.1761	1906
احساس	1366	6.38	1.3834	8234
هاواي	1367	6.38	1.5238	8956
الدعوة	1368	6.38	1.1409	9931
تفاهم	1369	6.36	1.3211	8895
سمك	1370	6.36	1.1911	2969
الإثارة	1371	6.36	1.5354	7112
للأمام	1372	6.36	1.2249	2554
السماح	1373	6.36	1.0835	4977
للمساعدة	1374	6.36	0.8751	2681
العالم	1375	6.36	1.3815	178
إعطاء	1376	6.36	1.1386	7479
العناية	1377	6.36	1.1911	6256
يستحق	1378	6.36	1.2415	1543
سحرية	1379	6.36	1.3962	7872
الكون	1380	6.36	1.2898	2825
حظيت	1381	6.36	1.2081	6917
ساعدتني	1382	6.36	1.0254	8914
مصباح	1383	6.36	1.1386	9126
اعتنى	1384	6.36	1.1386	9136
العالمي	1385	6.36	1.2578	6126
واضح	1386	6.36	1.0053	905
التنس	1387	6.36	1.3365	7068
المسيح	1388	6.36	1.6005	742
الطبخ	1389	6.36	1.1739	5926
سريرك	1390	6.36	1.2415	8305
حقيقه	1391	6.36	1.1386	8295
قبول	1392	6.36	0.9638	7675
المساعده	1393	6.36	1.2739	5830
إنسان	1394	6.36	1.2415	2893
بالطائرة	1395	6.36	1.3056	8858
الأمواج	1396	6.36	1.4107	8297
