Word	Havg	StDev	FreqListRank	TwitterRank
jadinya	5768	5.30	1.0351	4151	1545
sejenis	5769	5.30	0.8631	3570	--
kru	5770	5.30	0.7071	1882	--
joe	5771	5.30	0.9742	1242	--
chan	5772	5.30	1.0738	3507	--
sean	5773	5.30	1.0546	1912	--
darwin	5774	5.30	1.3590	2564	--
lori	5775	5.30	1.0546	6074	--
them	5776	5.30	0.9091	--	1751
tulisan	5777	5.30	0.8631	2763	2568
dsini	5778	5.30	0.8391	--	4881
kevin	5779	5.30	1.0926	1959	4424
seekor	5780	5.30	1.0152	1104	--
bagai	5781	5.30	1.3439	--	3894
perbedaan	5782	5.30	1.2817	1637	3434
anderson	5783	5.30	1.0738	4891	--
gordon	5784	5.30	1.0738	2422	--
giginya	5785	5.30	0.9091	6235	--
chip	5786	5.28	0.7570	3882	--
carly	5787	5.28	1.0887	3605	--
set	5788	5.28	0.8581	2388	2634
harii	5789	5.28	1.0698	--	4876
andik	5790	5.28	1.2784	--	4519
memikirkan	5791	5.28	1.2129	760	2799
ojek	5792	5.28	1.2129	--	4924
barang	5793	5.28	0.9044	512	1416
2pm	5794	5.28	1.1436	--	2090
soalnya	5795	5.28	0.9485	--	676
teknis	5796	5.28	1.0506	2791	--
ditandai	5797	5.28	0.9906	4841	--
menggosok	5798	5.28	1.1073	5492	--
kbr	5799	5.28	1.1787	--	2014
pipa	5800	5.28	1.2296	2569	--
abe	5801	5.28	1.1436	5149	--
cpt	5802	5.28	1.2129	--	1750
bak	5803	5.28	0.7835	3361	5393
joshua	5804	5.28	0.9044	5469	--
tank	5805	5.28	1.3708	2399	--
miller	5806	5.28	0.8340	2005	--
halnya	5807	5.28	0.6713	4467	--
telah	5808	5.28	0.6402	57	377
tangani	5809	5.28	1.1436	2131	--
chris	5810	5.28	0.9697	1784	--
#tellme	5811	5.28	1.4291	--	2136
msi	5812	5.28	1.0698	--	4803
bb	5813	5.28	0.9697	--	339
seakan	5814	5.28	0.9044	--	6249
siapa	5815	5.28	0.9267	67	74
tan	5816	5.28	0.9044	--	2223
setempat	5817	5.28	0.8340	4860	--
sapu	5818	5.28	1.0887	5030	--
emir	5819	5.28	0.8816	--	4199
menangkap	5820	5.28	1.6908	635	--
kart	5821	5.28	0.9906	--	3787
jigsaw	5822	5.28	1.2784	4634	--
jua	5823	5.28	1.0887	--	1861
daphne	5824	5.28	0.9267	5997	--
patroli	5825	5.28	1.0887	2701	--
flint	5826	5.28	1.0506	5028	--
karenanya	5827	5.28	0.7296	4453	--
chi	5828	5.28	0.8581	3947	--
bertahanlah	5829	5.28	1.6041	2141	--
kemana	5830	5.28	1.0506	442	290
operator	5831	5.28	0.8340	3684	4843
gulungan	5832	5.28	1.1256	5962	--
kepentingan	5833	5.28	1.1256	3121	--
buatan	5834	5.28	0.8340	2738	5020
bendungan	5835	5.28	1.0698	6249	--
whitmore	5836	5.28	0.8581	5987	--
pnya	5837	5.28	1.0506	--	1041
hong	5838	5.28	1.2461	3505	--
fred	5839	5.28	0.8340	2477	--
wyatb	5840	5.28	1.8187	--	5651
ngikut	5841	5.28	1.1256	--	4357
jason	5842	5.28	0.9044	2366	--
rt@jawabjujur	5843	5.28	1.3254	--	5112
ying	5844	5.28	1.0506	4377	--
mcclane	5845	5.28	1.0110	2783	--
menebak	5846	5.28	1.0506	3010	--
mencuci	5847	5.28	1.1613	2809	--
msih	5848	5.28	1.0110	--	1216
lipat	5849	5.28	0.7835	3957	--
gaga	5850	5.28	1.1613	--	3125
dasarnya	5851	5.28	0.7835	2331	--
sebentar	5852	5.28	1.0887	281	1583
umurnya	5853	5.28	0.9906	6245	--
adanya	5854	5.28	0.7296	2164	1123
in	5855	5.28	0.9044	744	114
memeriksa	5856	5.28	1.1256	858	--
pula	5857	5.28	0.8816	1745	1120
poke	5858	5.28	0.9906	--	5408
ine	5859	5.28	1.2623	--	5283
copy	5860	5.28	1.0698	6083	5446
ning	5861	5.28	1.0506	--	2792
rodrigo	5862	5.28	1.0110	5231	--
mick	5863	5.28	1.1073	3939	--
kecilmu	5864	5.28	1.0110	3637	--
sebutkan	5865	5.28	1.0506	3740	5983
urus	5866	5.28	1.0110	3264	5478
omar	5867	5.28	1.1073	2256	--
patung	5868	5.28	1.0309	2554	--
petugas	5869	5.28	0.9906	872	--
hmmmm	5870	5.28	1.1959	--	3584
tlp	5871	5.28	1.2461	--	3917
begini	5872	5.28	0.7835	861	1390
jelang	5873	5.28	1.0110	--	5511
cuba	5874	5.28	0.8581	6044	--
cepatlah	5875	5.28	1.3856	1740	--
johnson	5876	5.28	1.0506	3933	--
posisimu	5877	5.28	1.2296	4903	--
aaron	5878	5.28	1.0506	4131	--
mengalahkanmu	5879	5.28	1.9487	6254	--
#instantfollow	5880	5.28	1.3559	--	1095
bee	5881	5.28	1.1436	--	3515
jln	5882	5.28	0.7835	--	1623
wesley	5883	5.28	0.9697	6169	--
kuu	5884	5.28	1.1436	--	4336
ernie	5885	5.28	0.9044	5638	--
wes	5886	5.28	1.2461	--	481
persebaya	5887	5.28	1.5391	--	5270
medis	5888	5.28	1.1073	1624	--
dijalan	5889	5.28	0.7570	6081	3639
cole	5890	5.28	0.9485	5726	--
till	5891	5.28	0.9044	--	5834
kayaknya	5892	5.28	0.9906	5487	927
bagaimanapun	5893	5.28	0.9697	1412	--
hiro	5894	5.28	1.1073	5910	--
am	5895	5.28	0.6713	1395	705
awakmu	5896	5.28	1.0887	--	5291
keempat	5897	5.28	1.0110	3076	--
dna	5898	5.28	1.1256	2872	--
sdh	5899	5.28	1.2784	5693	735
justin	5900	5.28	1.1613	4128	1040
makhluk	5901	5.28	1.1436	746	4023
randy	5902	5.28	1.1436	4835	--
lia	5903	5.28	1.1959	--	3468
pong	5904	5.28	0.7570	5898	--
nanya	5905	5.28	0.9485	--	754
melu	5906	5.28	1.0309	--	3039
thomas	5907	5.28	1.0110	1530	--
dimainkan	5908	5.26	1.3524	5629	--
formulir	5909	5.26	0.7231	5727	--
bilang	5910	5.26	0.7775	105	240
sejak	5911	5.26	0.6328	381	1432
rupanya	5912	5.26	0.9435	1980	5118
ialah	5913	5.26	0.7508	--	4811
those	5914	5.26	0.6328	--	4158
neymar	5915	5.26	1.1920	--	5089
kali	5916	5.26	0.6943	184	145
tali	5917	5.26	0.9649	1626	5441
org	5918	5.26	0.9858	1848	140
gerry	5919	5.26	1.0063	4782	--
edmund	5920	5.26	1.1031	4831	--
george	5921	5.26	1.0063	823	--
dya	5922	5.26	1.1031	--	1584
ambon	5923	5.26	1.1920	--	5580
breng	5924	5.26	1.2423	--	3124
baterai	5925	5.26	1.0461	3500	--
percy	5926	5.26	1.1214	4056	--
aturannya	5927	5.26	1.0844	4810	--
organ	5928	5.26	0.8992	4206	--
keping	5929	5.26	0.8033	5847	--
mungkin	5930	5.26	0.9649	56	252
sejauh	5931	5.26	0.9649	905	--
itukah	5932	5.26	1.0264	3414	--
cuci	5933	5.26	1.0461	3618	2241
you'll	5934	5.26	0.7231	--	3239
ipl	5935	5.26	1.1031	--	5464
turut	5936	5.26	0.9216	2561	3227
norman	5937	5.26	1.0461	3102	5616
scott	5938	5.26	1.1747	2042	--
cos	5939	5.26	0.7775	4897	--
jika	5940	5.26	0.8283	42	201
dibilang	5941	5.26	1.2257	6212	1715
mahu	5942	5.26	1.1031	3160	--
skenario	5943	5.26	1.0461	6037	--
msuk	5944	5.26	1.0844	--	1843
nya	5945	5.26	0.5997	265	33
mass	5946	5.26	0.8762	--	5964
umur	5947	5.26	0.7231	1728	1166
said	5948	5.26	0.6642	6124	2334
bubuk	5949	5.26	0.6642	5785	--
saking	5950	5.26	1.0264	--	3736
duwe	5951	5.26	1.0654	--	5246
sipit	5952	5.26	1.7357	--	5640
tangki	5953	5.26	0.8033	2189	--
put	5954	5.26	0.6328	--	1349
seberapa	5955	5.26	0.9216	900	2402
luke	5956	5.26	1.0844	2242	--
#followfriday	5957	5.26	1.0844	--	3521
gene	5958	5.26	0.8526	3433	--
ana	5959	5.26	1.0844	3785	3035
andaikan	5960	5.26	1.2090	--	5921
nyok	5961	5.26	1.1395	--	4770
tiang	5962	5.26	0.9216	3319	--
juri	5963	5.26	1.1031	4304	--
bahkan	5964	5.26	1.0264	179	1685
motel	5965	5.26	1.2906	3948	--
prnh	5966	5.26	0.9216	--	1388
adminnya	5967	5.26	0.8526	--	3415
stewart	5968	5.26	0.9216	--	3923
lg	5969	5.26	1.0461	4691	53
cat	5970	5.26	0.8033	2771	5226
klan	5971	5.26	0.9649	4830	--
yasaya	5972	5.26	1.1395	--	3026
oz	5973	5.26	1.1214	5485	--
rin	5974	5.26	1.1214	5534	3408
melok	5975	5.26	1.2747	--	4378
barbara	5976	5.26	1.0063	5165	--
objek	5977	5.26	0.9649	4009	--
kenji	5978	5.26	0.8992	3349	--
#film3	5979	5.26	1.0844	--	4816
pengaturan	5980	5.26	1.0844	4703	--
pembayaran	5981	5.26	1.4115	3766	--
didalam	5982	5.26	0.8526	894	3617
dpan	5983	5.26	1.0461	--	3346
skrg	5984	5.26	1.0063	5074	372
semut	5985	5.26	1.1747	--	5015
buktinya	5986	5.26	1.0844	--	3533
ui	5987	5.26	1.4115	--	4120
gigimu	5988	5.26	1.0654	6087	--
kongres	5989	5.26	1.2257	5161	--
gus	5990	5.26	0.9435	3601	4287
zzz	5991	5.26	1.6389	--	2770
rafael	5992	5.26	1.0461	--	4241
three	5993	5.26	0.8526	--	5542
each	5994	5.26	0.7508	--	5826
kaleng	5995	5.26	0.8283	3166	--
clay	5996	5.26	1.0844	2213	--
bekasi	5997	5.26	1.4401	--	2413
lgsg	5998	5.26	1.0844	--	2425
pernahkah	5999	5.26	1.0264	1956	--
pgn	6000	5.26	1.2423	--	1111
gelembung	6001	5.26	0.9649	6122	--
which	6002	5.26	0.8762	--	5535
u'll	6003	5.26	1.0844	--	4992
becket	6004	5.26	0.8992	5648	--
alvin	6005	5.26	1.0063	3603	--
seminggu	6006	5.26	0.7508	1202	2610
marcus	6007	5.24	0.8704	2721	--
russell	6008	5.24	1.0012	3021	--
dr	6009	5.24	0.8466	404	211
eric	6010	5.24	0.9806	2126	--
corleone	6011	5.24	1.2382	3263	--
intel	6012	5.24	1.2707	4963	--
siapakah	6013	5.24	0.9381	2227	5453
brapa	6014	5.24	0.8935	--	1192
semacamnya	6015	5.24	1.0012	4361	--
resensi	6016	5.24	1.0606	5897	--
menjelang	6017	5.24	1.0606	--	2853
cap	6018	5.24	1.0012	--	6024
obor	6019	5.24	0.8221	5307	--
onlen	6020	5.24	1.1350	--	5570
betapa	6021	5.24	1.1528	699	2309
zack	6022	5.24	1.0012	4408	--
slm	6023	5.24	1.4223	--	3550
ketika	6024	5.24	0.7709	120	296
agus	6025	5.24	0.6869	--	5744
phil	6026	5.24	0.9381	1679	--
bakalan	6027	5.24	1.0412	--	1357
saudi	6028	5.24	1.2545	5766	--
semenjak	6029	5.24	0.9161	3529	4730
balik	6030	5.24	1.2048	992	380
box	6031	5.24	0.6869	--	5991
collins	6032	5.24	1.0606	2453	--
dinilai	6033	5.24	1.2048	--	5860
sm*sh	6034	5.24	1.8796	--	1220
indian	6035	5.24	0.7709	4651	--
inikah	6036	5.24	1.0012	4434	--
siapapun	6037	5.24	0.9806	705	2897
bawaannya	6038	5.24	0.9806	--	4587
shawn	6039	5.24	1.0012	5131	--
rick	6040	5.24	0.9161	2590	--
urusan	6041	5.24	1.2545	1228	1973
ips	6042	5.24	0.8466	--	2173
vincent	6043	5.24	1.0606	2797	--
frankie	6044	5.24	0.9806	2602	--
kapur	6045	5.24	0.7969	5948	--
brandon	6046	5.24	1.0606	5970	--
it's	6047	5.24	0.6869	--	622
memindahkannya	6048	5.24	1.3486	5814	--
wey	6049	5.24	1.1350	--	4249
carikan	6050	5.24	1.1168	4526	--
gantian	6051	5.24	1.0797	--	5395
ding	6052	5.24	0.9806	--	4767
pinggang	6053	5.24	0.8704	5724	--
because	6054	5.24	0.7160	--	898
douglas	6055	5.24	1.2216	3054	--
mbok	6056	5.24	1.0984	--	1902
#eaaaa	6057	5.24	1.6728	--	6042
while	6058	5.24	0.8466	--	4601
#kamuscewek	6059	5.24	1.1704	--	467
gwe	6060	5.24	1.2545	--	4506
side	6061	5.24	0.6869	--	6135
enya	6062	5.24	1.1877	--	5565
membicarakan	6063	5.24	1.3024	1283	--
plankton	6064	5.24	0.9806	5209	--
cak	6065	5.24	0.9381	--	1977
gor	6066	5.24	1.0797	--	5817
ava	6067	5.24	1.0606	--	472
poirot	6068	5.24	1.2216	4536	--
cari	6069	5.24	1.0412	365	465
melibatkan	6070	5.24	1.3024	3326	--
niih	6071	5.24	1.2545	--	3567
persipura	6072	5.24	1.5592	--	6053
dee	6073	5.24	1.3933	--	2475
pabrik	6074	5.24	1.3024	2326	--
nanyain	6075	5.24	0.8704	--	5765
sebotol	6076	5.24	0.8466	5581	--
apa	6077	5.24	1.0797	10	12
heeh	6078	5.24	1.6358	--	3977
aji	6079	5.24	0.8466	--	5793
dihitung	6080	5.24	1.0606	4798	--
zaman	6081	5.24	0.9381	3729	4366
kedalam	6082	5.24	0.8466	1421	--
paruh	6083	5.24	1.0214	6036	--
msh	6084	5.24	0.8704	--	361
karo	6085	5.24	1.2867	--	1851
kubilang	6086	5.24	0.9381	697	--
cow	6087	5.24	0.8466	--	5720
biji	6088	5.24	0.7160	6194	5277
mcmurphy	6089	5.24	1.2867	6218	--
dianya	6090	5.24	0.7440	--	3847
don	6091	5.24	1.2867	1750	4632
hours	6092	5.24	0.9161	--	4707
bntu	6093	5.24	1.3786	--	5264
anyway	6094	5.24	1.0606	3233	--
sik	6095	5.24	1.2382	4192	3156
dobby	6096	5.24	0.9596	4786	--
strip	6097	5.24	1.1528	5651	--
kejar	6098	5.24	1.1168	2549	4602
skali	6099	5.24	1.1168	--	1680
#500aday	6100	5.24	0.9806	--	711
bwt	6101	5.24	1.1350	--	780
dibls	6102	5.24	1.1350	--	5935
lngsung	6103	5.24	1.1168	--	3913
tgl	6104	5.24	0.8221	--	542
kurir	6105	5.24	0.9161	5227	--
thompson	6106	5.24	0.8704	4463	--
mongol	6107	5.22	1.4609	5414	--
iebih	6108	5.22	1.3596	5262	--
p	6109	5.22	0.8640	--	9
setahun	6110	5.22	1.0746	1474	4948
kotaknya	6111	5.22	0.8401	5327	--
kamp	6112	5.22	1.0746	2013	--
taun	6113	5.22	0.9100	--	600
nyaaa	6114	5.22	1.2824	--	5692
piro	6115	5.22	1.1301	--	1676
macem	6116	5.22	0.7365	--	4569
m3	6117	5.22	0.7900	--	6203
bip	6118	5.22	1.2824	5009	--
dan	6119	5.22	0.5455	8	17
as	6120	5.22	1.0359	1593	625
any	6121	5.22	0.6481	--	3916
cody	6122	5.22	0.8640	4035	3129
bab	6123	5.22	1.1119	3701	3411
dory	6124	5.22	1.2002	5210	--
kondisinya	6125	5.22	1.0359	5386	--
sepertinya	6126	5.22	0.8873	338	1683
benjamin	6127	5.22	1.2337	4230	--
bawain	6128	5.22	1.0934	--	3458
maw	6129	5.22	1.3893	--	6179
tony	6130	5.22	1.0359	1078	--
ha	6131	5.22	1.4184	766	650
sam	6132	5.22	0.9322	497	3715
angga	6133	5.22	1.0746	3741	5673
tadi	6134	5.22	0.9538	339	168
yan	6135	5.22	1.0554	--	2488
stanley	6136	5.22	0.9322	4626	--
should	6137	5.22	1.1119	--	2526
guling	6138	5.22	1.5022	--	3268
ninja	6139	5.22	1.2824	3883	--
eaaa	6140	5.22	1.5556	--	4919
suri	6141	5.22	1.1830	6157	--
perasaannya	6142	5.22	1.2171	--	5759
segitu	6143	5.22	1.0934	--	3386
diantara	6144	5.22	0.7900	1838	3491
bangunkan	6145	5.22	1.2171	4948	--
hold	6146	5.22	0.9957	--	4573
disuatu	6147	5.22	0.8401	5133	--
harold	6148	5.22	0.8873	5199	--
dibagi	6149	5.22	1.1657	5938	--
bobby	6150	5.22	0.8154	1600	--
baku	6151	5.22	1.0934	5439	--
nduk	6152	5.22	1.2171	--	5861
pke	6153	5.22	1.1301	--	708
memperlakukan	6154	5.22	1.2501	2396	--
lebah	6155	5.22	1.1657	1635	--
mengeluarkan	6156	5.22	1.2982	1271	5841
kelima	6157	5.22	0.9538	5673	--
kanna	6158	5.22	0.8154	5029	--
persib	6159	5.22	1.4886	--	1875
kakinya	6160	5.22	0.8154	2080	--
peleton	6161	5.22	1.1119	5799	--
pintunya	6162	5.22	0.9957	1038	--
bedanya	6163	5.22	1.1480	3009	2838
pgen	6164	5.22	1.2337	--	3751
gotham	6165	5.22	1.0554	4411	--
just	6166	5.22	0.8640	1314	264
jen	6167	5.22	0.7637	5896	--
lam	6168	5.22	1.1301	--	3534
kedalaman	6169	5.22	1.1301	4275	--
maunya	6170	5.22	1.1301	--	802
vega	6171	5.22	0.9538	5324	--
arep	6172	5.22	0.9957	--	4247
ndah	6173	5.22	1.0934	--	4525
ªķΰ	6174	5.22	1.6449	--	4960
hamilton	6175	5.22	1.0160	5707	--
axis	6176	5.22	1.1480	--	2879
laci	6177	5.22	0.9957	4481	--
masker	6178	5.22	1.0934	6167	--
com	6179	5.22	1.2171	360	--
berburu	6180	5.22	1.2171	1790	--
adakah	6181	5.22	0.9750	2138	4004
another	6182	5.22	1.0934	--	3522
sekian	6183	5.22	0.9538	--	3191
ann	6184	5.22	1.1119	4716	--
lehernya	6185	5.22	1.0554	4298	--
weenie	6186	5.22	1.2337	3246	--
bdan	6187	5.22	1.1301	--	5544
bli	6188	5.22	1.1830	--	2129
rak	6189	5.22	0.7083	5107	2452
sprti	6190	5.22	0.7365	--	3720
blake	6191	5.22	0.9957	4632	--
enam	6192	5.22	0.7365	594	--
pake	6193	5.22	0.9750	--	141
seberang	6194	5.22	0.9538	2669	--
klas	6195	5.22	0.9538	--	3122
kmi	6196	5.22	1.1301	--	4459
tuku	6197	5.22	1.1657	--	5489
tuanya	6198	5.22	1.2002	4582	--
dsna	6199	5.22	0.9100	--	4772
kampung	6200	5.22	1.3445	4843	1970
dipanggil	6201	5.22	1.1301	2369	3810
sebagian	6202	5.22	0.9538	847	2850
caramu	6203	5.22	0.8401	2611	--
maksudkan	6204	5.22	0.7637	3857	--
dawson	6205	5.22	0.9322	5532	--
gerbong	6206	5.22	0.8873	4644	--
bieber	6207	5.22	1.3293	--	1890
apalagi	6208	5.22	1.0554	2889	1007
singa	6209	5.22	1.2501	2070	--
#ifollowall	6210	5.22	1.1301	--	2674
kondisi	6211	5.22	0.8154	1495	2765
selatan	6212	5.22	0.7900	837	3313
urwell	6213	5.22	1.2664	--	2926
gimana	6214	5.22	0.8401	2356	231
revolusi	6215	5.22	1.8103	3926	--
yak	6216	5.22	1.4748	--	441
i	6217	5.22	1.1301	--	27
ska	6218	5.22	1.0359	--	2573
dwi	6219	5.22	1.0934	--	4986
mil	6220	5.22	1.0160	802	--
plng	6221	5.22	1.4748	--	2670
list	6222	5.22	0.8154	--	4213
arsip	6223	5.22	0.7637	5732	--
mlm	6224	5.22	1.2982	--	538
rumus	6225	5.22	1.0746	--	5917
marion	6226	5.22	1.0934	4182	--
ngurus	6227	5.22	0.9750	--	5591
msk	6228	5.20	1.1249	--	1980
panel	6229	5.20	0.7825	6159	--
berubah	6230	5.20	1.2778	437	843
menyewa	6231	5.20	1.0690	2336	--
seperempat	6232	5.20	0.8571	4928	--
lgi	6233	5.20	1.1606	--	319
#autofollowback	6234	5.20	1.4142	--	1827
bisma	6235	5.20	0.9476	--	2762
senin	6236	5.20	1.4142	2737	974
india	6237	5.20	1.2454	2269	3289
vietnam	6238	5.20	1.2454	3395	--
perbuat	6239	5.20	0.8806	5194	--
alias	6240	5.20	0.9689	--	3961
#happy1strangganizer	6241	5.20	1.2289	--	6235
seri	6242	5.20	0.9897	4045	5520
blackwood	6243	5.20	1.5518	4391	--
bupati	6244	5.20	1.3248	--	5864
pierce	6245	5.20	1.1249	5890	--
diminta	6246	5.20	1.3093	4114	5077
nampaknya	6247	5.20	0.7825	5463	--
bryce	6248	5.20	0.9476	3818	--
yeeee	6249	5.20	1.7613	--	5158
karna	6250	5.20	0.7284	4593	386
ryan	6251	5.20	0.8330	1922	5613
mw	6252	5.20	1.1780	--	335
semestinya	6253	5.20	1.0880	5470	--
scully	6254	5.20	1.0690	4229	--
km	6255	5.20	0.6701	3827	79
wktu	6256	5.20	0.9689	--	1506
ditunggu	6257	5.20	1.3248	--	2232
#virgo	6258	5.20	0.9689	--	4134
berputar	6259	5.20	1.0302	1536	--
weeks	6260	5.20	1.1066	--	5092
cii	6261	5.20	1.1066	--	5615
ming	6262	5.20	0.8806	4621	--
kompi	6263	5.20	0.9258	2275	--
colin	6264	5.20	0.7825	2816	--
eddie	6265	5.20	0.9476	1691	--
jeung	6266	5.20	0.8806	--	3846
mrk	6267	5.20	0.8571	4221	3902
itu	6268	5.20	0.5345	6	10
hmm	6269	5.20	0.9258	704	537
ituh	6270	5.20	0.8081	--	5941
celah	6271	5.20	1.1249	3407	--
mtor	6272	5.20	0.9258	--	6119
lewis	6273	5.20	1.0102	3328	--
turn	6274	5.20	0.8081	5406	--
pam	6275	5.20	1.1249	4765	--
dorong	6276	5.20	1.2289	2403	--
takdir	6277	5.20	1.5386	1618	3290
adit	6278	5.20	1.1429	--	3958
euy	6279	5.20	1.3248	--	1000
ืʃƪ	6280	5.20	0.9897	--	3796
uji	6281	5.20	1.0690	4942	4559
becca	6282	5.20	1.0102	4373	--
other	6283	5.20	0.7825	--	2092
persija	6284	5.20	1.4569	--	2807
nih	6285	5.20	0.8571	4693	62
barisan	6286	5.20	1.0302	3213	--
turu	6287	5.20	1.3851	--	2020
supir	6288	5.20	1.1066	5977	6153
chuck	6289	5.20	1.3093	2494	--
kala	6290	5.20	1.0102	6013	5504
ajar	6291	5.20	1.0498	4745	3985
chester	6292	5.20	0.9258	5602	--
cb	6293	5.20	0.6999	--	3735
kerjaannya	6294	5.20	1.0880	--	5912
pokoknya	6295	5.20	1.1249	3825	1831
dimakan	6296	5.20	1.5649	2614	4815
pangkalan	6297	5.20	1.1780	3808	--
raymond	6298	5.20	1.1606	5475	--
cia	6299	5.20	1.3093	2855	--
dde	6300	5.20	1.1429	--	3480
sabuk	6301	5.20	0.8330	2719	--
liat	6302	5.20	0.7825	2848	136
agensi	6303	5.20	1.0498	6174	--
cyrus	6304	5.20	1.0880	4288	--
tiap	6305	5.20	0.6061	1265	654
terowongan	6306	5.20	0.9897	1903	--
tmpat	6307	5.20	1.0498	--	4888
danny	6308	5.20	1.1429	1875	--
kuba	6309	5.20	1.1066	5300	--
pengaruh	6310	5.20	1.3248	2777	--
nii	6311	5.20	1.2778	--	1110
sewa	6312	5.20	0.9689	3125	--
dd	6313	5.20	1.0102	--	1180
atuh	6314	5.20	1.1780	--	482
martini	6315	5.20	0.9897	4647	--
tess	6316	5.20	1.1952	3696	--
oy	6317	5.20	1.2289	--	3470
woles	6318	5.20	1.3248	--	2824
bsok	6319	5.20	1.0102	--	706
trus	6320	5.20	0.6701	4969	306
dll	6321	5.20	1.0102	--	1874
akankah	6322	5.18	1.1192	2540	--
iqbal	6323	5.18	1.3354	--	5888
letakkan	6324	5.18	1.1551	998	--
y	6325	5.18	1.2728	--	106
sudut	6326	5.18	0.8497	1375	--
pot	6327	5.18	0.5956	5861	--
bhs	6328	5.18	1.2237	--	2249
saha	6329	5.18	1.2070	--	3149
meminjam	6330	5.18	1.4097	3704	--
belok	6331	5.18	0.6289	2645	--
dahulu	6332	5.18	1.1192	1925	4397
tembok	6333	5.18	1.1373	2467	4119
sekalipun	6334	5.18	1.0240	3353	5671
sinau	6335	5.18	1.2403	--	5777
gerobak	6336	5.18	1.0821	5632	--
memangnya	6337	5.18	1.0821	2319	--
situ	6338	5.18	0.8003	953	1006
bat	6339	5.18	0.9624	--	4880
gws	6340	5.18	1.3952	--	1047
merubah	6341	5.18	1.0821	1625	4859
tmpt	6342	5.18	1.0631	--	3247
maksudnya	6343	5.18	1.0039	1263	1143
fm	6344	5.18	0.9833	--	5727
nurul	6345	5.18	1.0437	--	6253
bersaksi	6346	5.18	1.1726	5645	--
pihak	6347	5.18	0.8734	1327	4342
polbek	6348	5.18	1.3200	--	2894
rahul	6349	5.18	1.1551	3485	--
tanyakan	6350	5.18	0.8497	1777	--
ditanya	6351	5.18	0.8965	--	4167
tentara	6352	5.18	1.3506	706	--
arus	6353	5.18	0.8965	3842	--
rata	6354	5.18	0.8734	3412	4684
kan	6355	5.18	0.8254	153	38
wi	6356	5.18	0.9624	--	2388
antara	6357	5.18	0.6908	467	1193
hhart	6358	5.18	1.1551	--	5055
yha	6359	5.18	1.2237	--	5214
gelem	6360	5.18	1.3952	--	4591
crusoe	6361	5.18	1.1008	5212	--
jangka	6362	5.18	0.5956	5306	--
fort	6363	5.18	0.5956	5216	--
opsir	6364	5.18	0.8497	4160	--
single	6365	5.18	1.2887	--	782
perlakukan	6366	5.18	1.1899	5986	--
arema	6367	5.18	1.3200	--	3209
#fact	6368	5.18	1.0240	--	4479
anjali	6369	5.18	1.0437	3311	--
kira	6370	5.18	0.8497	492	785
aliran	6371	5.18	1.0039	3528	--
untk	6372	5.18	1.3200	--	1784
pny	6373	5.18	1.1192	--	1906
pns	6374	5.18	1.4241	--	4748
roy	6375	5.18	0.8734	3023	--
anymore	6376	5.18	1.2887	--	5984
sperti	6377	5.18	1.1008	--	3499
bayarin	6378	5.18	1.6123	--	4976
gas	6379	5.18	1.0821	1247	3759
sosuke	6380	5.18	0.8734	4535	--
pi	6381	5.18	0.8497	--	1983
san	6382	5.18	0.8965	1668	2740
lorong	6383	5.18	0.9624	3678	--
batre	6384	5.18	0.8734	--	3345
von	6385	5.18	1.0437	3750	--
its	6386	5.18	1.0631	4509	1331
smsm	6387	5.18	1.1726	--	5128
dgn	6388	5.18	0.9190	1168	259
mengikutiku	6389	5.18	1.3805	4603	--
ban	6390	5.18	0.8497	2347	3081
joo	6391	5.18	0.9833	4966	--
fulham	6392	5.18	1.1008	--	6205
kyuhyun	6393	5.18	0.9624	--	2426
maupun	6394	5.18	0.9190	4596	4260
kadang	6395	5.18	1.1373	718	682
buzz	6396	5.18	1.2070	3951	--
para	6397	5.18	0.8734	247	755
vin	6398	5.18	1.0821	--	4278
wajib	6399	5.18	1.2070	--	1943
mengalami	6400	5.18	0.9409	848	3880
brpa	6401	5.18	1.1008	--	2115
memutar	6402	5.18	1.0437	2594	--
price	6403	5.18	1.2728	--	5147
dicky	6404	5.18	1.1008	3487	2111
sgt	6405	5.18	1.2567	--	5059
cha	6406	5.18	1.0821	--	1820
dog	6407	5.18	1.4241	3484	--
bru	6408	5.18	1.1192	--	475
nich	6409	5.18	1.2887	--	1599
tinggal	6410	5.18	1.0631	151	408
nan	6411	5.18	0.8254	--	2458
kumaha	6412	5.18	1.2237	--	3258
hti	6413	5.18	1.1899	--	4238
aya	6414	5.18	1.0437	--	1560
fox	6415	5.18	1.1899	4228	--
tucker	6416	5.18	1.0039	2903	--
behel	6417	5.18	1.1899	--	3716
dibales	6418	5.18	1.5609	--	1691
oooh	6419	5.18	1.2070	--	5521
pengacara	6420	5.18	1.3952	1233	--
sni	6421	5.18	1.2567	--	3102
kul	6422	5.16	1.2349	--	2561
zhang	6423	5.16	0.9765	4873	--
pngn	6424	5.16	1.3607	--	2704
senjataku	6425	5.16	1.5301	5593	--
taruh	6426	5.16	1.1132	1383	--
cik	6427	5.16	0.9553	--	3464
kalinya	6428	5.16	0.6809	1121	4040
lloyd	6429	5.16	0.8172	3550	--
mccullen	6430	5.16	0.9553	5482	--
kunaon	6431	5.16	0.8657	--	5084
kate	6432	5.16	1.3456	1648	4326
difollback	6433	5.16	1.4479	--	5815
jie	6434	5.16	1.2014	4591	--
