Word	Havg	StDev	GoogleRank
有意思	794	6.02	1.4637	6380
庆	795	6.02	1.4068	6333
佳作	796	6.02	1.7201	9917
电影	797	6.02	1.2534	1196
成交	798	6.02	1.3923	5253
小朋友	799	6.02	1.4776	8155
信念	800	6.02	1.2534	3351
花园	801	6.02	1.3923	5547
维也纳	802	6.02	1.5318	9084
端正	803	6.02	1.2696	9439
名家	804	6.02	1.5713	9635
复兴	805	6.02	1.2856	3183
歌舞	806	6.02	1.2370	7386
批准	807	6.02	1.3013	748
奋	808	6.02	1.2036	7207
有效	809	6.02	1.1692	557
舞	810	6.02	1.5318	6600
良	811	6.02	1.1337	5171
摇篮	812	6.00	0.9897	9031
无误	813	6.00	1.5649	7150
向上	814	6.00	1.4983	3919
特大	815	6.00	1.4708	7405
自主	816	6.00	1.2289	1685
利于	817	6.00	1.2617	799
免税	818	6.00	1.5518	4864
教堂	819	6.00	1.5779	4923
协作	820	6.00	1.3702	1959
教养	821	6.00	1.2936	5394
指引	822	6.00	1.3997	4858
贵族	823	6.00	1.2936	3521
好奇	824	6.00	1.1249	6556
景气	825	6.00	1.1952	6570
机会	826	6.00	1.3997	908
契机	827	6.00	1.3553	5211
明星	828	6.00	1.6162	6702
有理	829	6.00	1.2936	9180
值得	830	6.00	1.4983	1082
精简	831	6.00	1.4428	5449
先锋	832	6.00	1.2778	4994
怀孕	833	6.00	1.7143	6249
画家	834	6.00	1.2778	4785
适度	835	6.00	1.3401	4560
凝聚力	836	6.00	1.4708	5694
家庭	837	6.00	1.5253	553
获得	838	6.00	1.5386	511
博士	839	6.00	1.0302	2315
专业	840	6.00	1.2454	507
提升	841	6.00	1.3851	3416
熟人	842	6.00	1.2289	9732
宫殿	843	6.00	1.2289	7018
完工	844	6.00	1.2617	8444
情	845	6.00	1.3248	1160
唱	846	6.00	1.0498	6168
圣	847	6.00	1.5386	5563
青年	848	6.00	1.2617	687
拯救	849	6.00	1.7613	6329
飞跃	850	6.00	1.4428	3941
合适	851	6.00	1.7261	4333
前途	852	6.00	1.4569	3188
完成	853	5.98	1.5842	371
坚固	854	5.98	1.6098	7187
动画	855	5.98	1.5971	6897
诞生	856	5.98	1.2534	3080
伙伴	857	5.98	1.6224	3121
姐	858	5.98	1.5583	9900
明了	859	5.98	1.3013	4982
玩	860	5.98	1.5050	5678
素养	861	5.98	1.3775	7708
快	862	5.98	1.3775	722
公益	863	5.98	1.4497	5164
能量	864	5.98	1.5583	4284
扶助	865	5.98	1.1337	9697
食物	866	5.98	1.3476	3124
实力	867	5.98	1.1865	1811
兴	868	5.98	1.4497	3714
开拓	869	5.98	1.1692	2016
出国	870	5.98	1.2696	4097
图书馆	871	5.98	1.5971	1666
熏陶	872	5.98	1.4356	9412
启发	873	5.98	0.9998	4087
培养	874	5.98	1.0784	807
老师	875	5.98	1.3169	2226
家属	876	5.98	1.3923	4281
胡锦涛	877	5.98	1.6474	9023
改良	878	5.98	1.3323	3096
至上	879	5.98	1.4068	8970
追求	880	5.98	1.2036	1135
睡觉	881	5.98	1.3923	4677
硕士	882	5.98	1.5050	3962
兴起	883	5.98	1.1865	3729
净	884	5.98	1.3476	4204
小孩	885	5.98	1.4913	4388
宽广	886	5.98	1.3923	8799
简便	887	5.96	1.2282	7566
恩来	888	5.96	1.4280	2470
创建	889	5.96	1.2282	2191
宽松	890	5.96	1.1058	6230
易	891	5.96	1.3845	1758
水	892	5.96	1.5248	853
新书	893	5.96	1.3696	9265
瑞士	894	5.96	1.5381	4191
里程碑	895	5.96	1.4136	7591
我们	896	5.96	1.2447	28
润	897	5.96	1.1421	7703
巨人	898	5.96	1.3242	7657
协调	899	5.96	1.2115	955
阔	900	5.96	1.2610	9044
威信	901	5.96	1.1773	8039
哈佛	902	5.96	1.5381	6015
和解	903	5.96	1.7257	6697
远大	904	5.96	1.4422	8009
妻子	905	5.96	1.7257	2208
恰当	906	5.96	1.1945	3240
观光	907	5.96	1.4841	7111
闪烁	908	5.96	1.4563	9851
毕业	909	5.96	1.4841	1265
从容	910	5.96	1.6898	9748
誉	911	5.96	1.2447	8416
旋律	912	5.96	1.4841	6903
举足轻重	913	5.96	1.4978	6207
加强	914	5.96	1.2771	283
艺术品	915	5.96	1.3395	5750
完整	916	5.96	1.3395	1335
上市	917	5.96	1.3547	2048
信	918	5.96	1.1421	1040
香港	919	5.96	1.1945	590
厉害	920	5.96	1.6655	5257
帮忙	921	5.96	0.9467	6546
钢琴	922	5.96	1.4978	9520
理智	923	5.96	1.5774	6647
期望	924	5.96	1.5774	3140
理性	925	5.96	1.5513	1859
祈祷	926	5.96	1.3991	9883
稳定	927	5.96	1.2930	608
最大	928	5.96	1.4702	675
哥哥	929	5.96	1.2930	7779
慰问	930	5.94	1.4765	9228
拓展	931	5.94	1.3311	9731
孩子	932	5.94	1.6710	648
诸葛亮	933	5.94	1.6214	6457
清晨	934	5.94	1.4344	6902
弹性	935	5.94	1.3001	3987
收藏	936	5.94	1.2357	5243
知识	937	5.94	1.3763	303
激活	938	5.94	1.1502	9284
壮	939	5.94	1.3311	9778
首席	940	5.94	1.4626	5758
真	941	5.94	1.4486	1035
笑话	942	5.94	1.8562	5879
植物	943	5.94	1.1323	2090
挪威	944	5.94	1.5440	8722
海	945	5.94	1.4486	1730
满	946	5.94	1.3311	2358
演唱	947	5.94	1.2683	6237
照顾	948	5.94	1.2683	2734
耐心	949	5.94	1.5703	5721
将来	950	5.94	1.5703	1836
新	951	5.94	1.4765	80
互利	952	5.94	1.5960	4383
透明	953	5.94	1.1851	5522
津贴	954	5.94	1.4057	4481
回报	955	5.94	1.5174	5194
攀登	956	5.94	1.3463	9414
感情	957	5.94	1.3001	1669
大學	958	5.94	1.2357	8851
国都	959	5.94	1.3614	9451
闪光	960	5.94	1.2022	8282
景观	961	5.94	1.0956	5767
诗人	962	5.94	1.3763	1605
英镑	963	5.94	1.4344	5330
完备	964	5.94	1.4344	3337
平静	965	5.94	1.2683	4514
传奇	966	5.94	1.6710	6706
强力	967	5.94	1.3001	9001
吻合	968	5.94	1.5832	5423
游戏	969	5.94	1.4902	3078
增加	970	5.94	1.0184	250
子孙	971	5.92	1.3068	6534
景	972	5.92	1.3377	4042
雄	973	5.92	1.2095	8149
文化	974	5.92	1.1925	96
视野	975	5.92	1.2262	4376
公园	976	5.92	1.2095	3767
递增	977	5.92	1.0467	4856
拼搏	978	5.92	1.4824	9070
进化	979	5.92	1.3974	4104
古城	980	5.92	1.3377	7962
励	981	5.92	1.4119	5311
太太	982	5.92	1.3223	3558
睛	983	5.92	1.1400	6025
肯定	984	5.92	0.9655	1004
乡亲	985	5.92	1.2911	7718
海滩	986	5.92	1.4263	9060
独立	987	5.92	1.3223	551
邀请	988	5.92	1.5097	3357
别墅	989	5.92	1.5628	8918
大师	990	5.92	1.4824	5650
生长	991	5.92	1.2752	2210
自然	992	5.92	1.6393	295
独特	993	5.92	1.6393	2032
留学	994	5.92	1.3679	2492
财物	995	5.92	1.1400	4119
正统	996	5.92	1.4546	7221
到达	997	5.92	1.4119	2791
财产	998	5.92	1.3974	848
盛	999	5.92	1.5097	6339
名誉	1000	5.92	1.4405	6038
简单	1001	5.92	1.4824	914
掌握	1002	5.92	1.0069	925
成长	1003	5.92	1.2752	1887
谅解	1004	5.92	1.3377	5602
深化	1005	5.92	1.2428	1766
创业	1006	5.92	1.4824	2872
歌	1007	5.92	1.4961	4524
宽大	1008	5.92	1.5628	8472
游览	1009	5.92	1.5097	6626
主力	1010	5.92	1.2591	3772
文艺	1011	5.92	1.2591	1192
归来	1012	5.92	1.1220	6958
婴儿	1013	5.92	1.5232	4495
符合	1014	5.92	1.1036	693
展望	1015	5.92	1.3974	7072
钞票	1016	5.92	1.6142	8288
诗歌	1017	5.90	1.4743	2026
解放军	1018	5.90	1.4880	1973
专长	1019	5.90	1.1650	7342
向往	1020	5.90	1.4880	7865
觉悟	1021	5.90	1.4880	3271
促进	1022	5.90	1.3132	467
激增	1023	5.90	1.5152	9730
扎实	1024	5.90	1.3590	4582
信服	1025	5.90	1.4033	8140
模范	1026	5.90	1.7053	3614
弟弟	1027	5.90	1.5682	4445
雅典	1028	5.90	1.6067	9619
悟	1029	5.90	1.4321	9449
牛津	1030	5.90	1.1995	9893
归功	1031	5.90	1.1294	8844
正规	1032	5.90	1.2495	3652
改进	1033	5.90	1.4463	1318
照相	1034	5.90	1.3132	8406
乐器	1035	5.90	1.4178	7328
美学	1036	5.90	1.4463	2319
侨胞	1037	5.90	1.1294	8144
牢固	1038	5.90	1.3286	5090
配偶	1039	5.90	1.6067	6507
精	1040	5.90	1.2976	2453
获	1041	5.90	1.3439	1577
到家	1042	5.90	1.5286	6465
果断	1043	5.90	1.4604	7211
自足	1044	5.90	1.2657	5540
增长	1045	5.90	1.1995	239
发现	1046	5.90	1.1112	479
开业	1047	5.90	1.5940	7116
权益	1048	5.90	0.9949	1834
平等	1049	5.90	1.5940	1175
纯	1050	5.90	1.2657	3087
飞速	1051	5.90	1.2657	6486
支援	1052	5.90	1.5017	2610
能力	1053	5.90	1.3887	328
生机	1054	5.90	1.5811	3971
江南	1055	5.90	1.4178	4145
熟知	1056	5.90	1.1294	9042
敢于	1057	5.90	1.3590	4192
巴金	1058	5.90	1.6690	8389
节能	1059	5.90	1.5682	6136
互联网	1060	5.88	1.5070	4812
捐助	1061	5.88	1.3944	8390
特产	1062	5.88	1.4234	7209
适合	1063	5.88	1.5990	1976
姊妹	1064	5.88	1.9234	6731
说唱	1065	5.88	1.3192	8740
睡眠	1066	5.88	1.3037	8704
业绩	1067	5.88	1.4518	3801
境界	1068	5.88	1.5602	3525
安	1069	5.88	1.1891	1816
餐厅	1070	5.88	1.1364	9140
吸引	1071	5.88	1.0622	1589
太空	1072	5.88	1.2720	8034
培育	1073	5.88	1.1718	3245
认可	1074	5.88	1.4090	3875
准许	1075	5.88	1.0999	7716
挽救	1076	5.88	1.7100	4556
外向	1077	5.88	1.2720	4344
健	1078	5.88	1.2720	5462
最新	1079	5.88	1.4658	3529
源泉	1080	5.88	1.3192	4922
故宫	1081	5.88	1.4934	8733
达成	1082	5.88	1.3797	2194
推动	1083	5.88	1.1542	839
平稳	1084	5.88	0.8722	6177
正好	1085	5.88	1.2395	4175
共鸣	1086	5.88	1.2061	6335
答应	1087	5.88	1.3192	4309
仁	1088	5.88	1.6368	7628
稳步	1089	5.88	1.2395	4185
合力	1090	5.88	1.1183	7502
有力	1091	5.88	1.4234	1283
补给	1092	5.88	0.9613	9056
熟	1093	5.88	1.0622	5250
旅	1094	5.88	1.3649	5203
歌剧	1095	5.88	1.2395	8803
静	1096	5.88	1.2879	3639
百万	1097	5.88	1.3649	1854
渴望	1098	5.88	1.4934	4324
演奏	1099	5.88	1.0812	5709
价值	1100	5.86	1.5254	304
葡萄	1101	5.86	1.4709	8829
酬	1102	5.86	1.2124	7439
学习	1103	5.86	1.4429	434
远景	1104	5.86	1.1250	6529
推荐	1105	5.86	0.9478	3367
丽	1106	5.86	1.3852	6152
得分	1107	5.86	1.3095	9450
儿子	1108	5.86	1.2618	1578
建交	1109	5.86	1.1954	6921
关键	1110	5.86	1.3852	1089
天上	1111	5.86	1.4287	6315
银	1112	5.86	1.3554	3504
自然而然	1113	5.86	1.2291	6632
古迹	1114	5.86	1.5254	6299
古典	1115	5.86	1.1068	2600
春季	1116	5.86	1.2124	7258
明确	1117	5.86	1.4570	615
自律	1118	5.86	1.1430	6583
杰	1119	5.86	1.5520	6428
领袖	1120	5.86	1.4287	2541
精神	1121	5.86	1.2124	323
享用	1122	5.86	1.4570	9753
绘画	1123	5.86	1.3403	3451
想象	1124	5.86	1.2291	1969
迅速	1125	5.86	1.2456	761
大理	1126	5.86	1.5120	8682
感性	1127	5.86	1.3095	3620
正当	1128	5.86	1.2938	2417
文学	1129	5.86	1.2779	381
俱乐部	1130	5.86	1.5120	4242
china	1131	5.86	1.4287	3932
孕育	1132	5.86	1.6164	6923
秀	1133	5.86	1.3095	4683
利	1134	5.86	1.3852	703
拓宽	1135	5.86	1.1954	4932
资产	1136	5.86	1.0104	272
田野	1137	5.86	1.4287	9187
充分	1138	5.86	1.3554	437
脱贫	1139	5.86	1.8737	7847
升学	1140	5.86	1.4984	7216
激动	1141	5.86	1.4984	2808
大哥	1142	5.86	1.4429	9963
夫妇	1143	5.86	1.4570	5234
自然界	1144	5.86	1.1608	2828
照相机	1145	5.86	1.1430	9300
收入	1146	5.84	1.4619	474
力量	1147	5.84	1.3903	447
夏季	1148	5.84	1.4049	5554
新生	1149	5.84	1.3149	3605
鼓	1150	5.84	1.2835	6323
茶	1151	5.84	1.3456	6822
圆	1152	5.84	1.3607	5070
生效	1153	5.84	1.2513	3369
心声	1154	5.84	1.2993	9914
火炬	1155	5.84	1.2014	9293
礼仪	1156	5.84	1.5301	5636
全力	1157	5.84	1.2835	4402
飞行员	1158	5.84	1.3149	8222
歌曲	1159	5.84	1.2675	4288
开创	1160	5.84	1.2993	3975
起飞	1161	5.84	1.0759	7123
婚姻	1162	5.84	1.6826	1860
兄弟	1163	5.84	1.5826	2323
推进	1164	5.84	1.1493	1210
潮流	1165	5.84	1.2182	3373
开辟	1166	5.84	0.8418	2971
适用	1167	5.84	1.1843	1049
十足	1168	5.84	1.6333	7295
哥	1169	5.84	1.1132	4942
亿万	1170	5.84	1.7422	7192
首创	1171	5.84	1.3903	9078
高山	1172	5.84	1.4049	5742
学问	1173	5.84	1.3607	4438
秋天	1174	5.84	1.3456	4392
资质	1175	5.84	1.3756	7063
new	1176	5.84	1.5301	4836
主流	1177	5.84	1.3456	3737
得力	1178	5.84	1.2513	8781
园林	1179	5.84	1.2349	6164
新型	1180	5.84	1.3303	2713
和谈	1181	5.84	1.3456	9983
快速	1182	5.84	1.2835	2100
海滨	1183	5.84	1.3756	9124
全面	1184	5.84	1.3756	522
对称	1185	5.84	1.1132	7182
龙	1186	5.84	1.5954	4745
精力	1187	5.84	1.3607	3150
跃	1188	5.84	1.3149	6419
深远	1189	5.84	1.3303	3251
科学	1190	5.84	1.2835	135
通过	1191	5.84	1.0373	137
更新	1192	5.84	1.3303	1761
早上	1193	5.84	1.2835	4680
突出	1194	5.84	1.3456	958
中国画	1195	5.82	1.5345	9856
激发	1196	5.82	1.5077	4013
品质	1197	5.82	1.4941	3029
小麦	1198	5.82	1.2403	6690
招商	1199	5.82	1.4097	6057
守法	1200	5.82	1.4384	5905
促成	1201	5.82	1.1726	4507
洞察	1202	5.82	1.3045	8293
戏曲	1203	5.82	1.3805	3761
最多	1204	5.82	1.4525	2068
美國	1205	5.82	1.7692	6770
稳妥	1206	5.82	1.3506	6214
chinese	1207	5.82	1.5609	4754
协力	1208	5.82	1.4941	7237
澳洲	1209	5.82	1.4941	9151
突破	1210	5.82	1.7692	1743
迎	1211	5.82	1.1551	5015
镇定	1212	5.82	1.1726	9923
功夫	1213	5.82	1.2567	3751
v	1214	5.82	1.4941	5142
启迪	1215	5.82	1.2567	6779
丈夫	1216	5.82	1.3354	2233
提倡	1217	5.82	1.5345	2147
增添	1218	5.82	1.3952	4193
艺术性	1219	5.82	1.2728	6156
丝绸	1220	5.82	1.2403	5182
女	1221	5.82	1.3506	1250
色彩	1222	5.82	1.8260	1899
大地	1223	5.82	1.4941	2885
浓厚	1224	5.82	1.3354	3501
写实	1225	5.82	1.2070	9212
诺言	1226	5.82	1.8592	9116
形象	1227	5.82	0.8965	868
美术	1228	5.82	1.4097	2657
景象	1229	5.82	1.1899	3802
力争	1230	5.82	1.2070	5237
能源	1231	5.82	1.2887	1423
财产权	1232	5.82	1.3656	6002
转运	1233	5.82	1.7577	9073
相符	1234	5.82	1.2403	6564
原谅	1235	5.82	1.5211	7500
高雄	1236	5.82	1.1373	8642
意志	1237	5.82	1.1373	2059
吃饭	1238	5.80	1.4708	3979
协同	1239	5.80	1.1249	3915
杭州	1240	5.80	1.6413	3377
预见	1241	5.80	1.2936	4198
装饰	1242	5.80	1.2289	4739
释放	1243	5.80	1.6537	3628
移民	1244	5.80	1.3093	2353
国外	1245	5.80	1.3093	1216
投身	1246	5.80	1.3851	6005
欧洲	1247	5.80	1.2122	970
重视	1248	5.80	1.4569	692
盛行	1249	5.80	1.4286	7588
漫画	1250	5.80	1.6413	8093
担任	1251	5.80	1.0302	1451
降价	1252	5.80	1.6537	9029
投入	1253	5.80	1.2122	1393
创办	1254	5.80	1.2778	2377
善于	1255	5.80	1.2122	4531
齐全	1256	5.80	1.3851	4285
士气	1257	5.80	1.1429	7217
亿美	1258	5.80	1.3553	4080
好些	1259	5.80	1.0880	8296
关注	1260	5.80	1.3248	1747
懂	1261	5.80	1.2936	2710
大幅	1262	5.80	1.2778	5096
素质	1263	5.80	1.2122	1134
实在	1264	5.80	1.1066	2071
儿童	1265	5.80	1.3093	1282
看重	1266	5.80	1.2936	9096
宣扬	1267	5.80	1.3553	5075
不屈	1268	5.80	1.5253	8065
进	1269	5.80	1.2122	329
革新	1270	5.80	1.1606	3418
迈进	1271	5.80	1.0690	5872
乐队	1272	5.80	1.7261	7758
血缘	1273	5.80	1.1249	6189
新西兰	1274	5.80	1.5119	6924
先驱	1275	5.80	1.6782	7127
保障	1276	5.80	1.3553	858
互动	1277	5.80	1.3093	4878
社交	1278	5.80	1.2454	8335
奏效	1279	5.80	1.4708	8505
家门	1280	5.80	1.3093	9132
野生	1281	5.80	1.2617	5345
完毕	1282	5.80	1.2454	4138
彩色	1283	5.80	1.4846	5747
写作	1284	5.80	1.3248	2111
唤醒	1285	5.80	1.1780	9168
热门	1286	5.80	1.0302	9569
诚然	1287	5.80	1.3093	8163
多元	1288	5.80	1.1952	1939
统帅	1289	5.80	1.5649	8686
灵	1290	5.80	1.6537	6816
眼睛	1291	5.80	1.1780	1681
high	1292	5.80	1.3401	9006
海岛	1293	5.78	1.5556	8577
發展	1294	5.78	1.4469	6839
创立	1295	5.78	1.1657	2866
保证	1296	5.78	1.2171	487
适当	1297	5.78	0.9538	1103
记忆	1298	5.78	1.2002	3201
民心	1299	5.78	1.2982	9594
自学	1300	5.78	1.2664	5354
自愿	1301	5.78	1.2171	3161
研究	1302	5.78	1.3893	68
招待	1303	5.78	1.0554	3885
吃	1304	5.78	1.4184	2005
梦	1305	5.78	1.5022	2290
聚	1306	5.78	1.4184	7414
沟通	1307	5.78	1.6325	2800
足以	1308	5.78	1.0746	3260
快捷	1309	5.78	1.4469	7843
领取	1310	5.78	1.1301	4504
问候	1311	5.78	1.6073	8593
遇见	1312	5.78	0.9957	7582
进修	1313	5.78	0.9957	6077
本领	1314	5.78	1.1301	7668
首位	1315	5.78	1.3445	5052
草原	1316	5.78	1.2824	6238
储蓄	1317	5.78	1.4748	2641
剧院	1318	5.78	1.5817	7140
天生	1319	5.78	1.2824	8700
夫人	1320	5.78	1.4748	3894
活性	1321	5.78	1.3445	8265
出任	1322	5.78	1.1301	6663
耕作	1323	5.78	1.0554	7623
助	1324	5.78	1.3138	1334
惊奇	1325	5.78	1.6199	6226
小时候	1326	5.78	1.2824	7177
积蓄	1327	5.78	1.2501	8028
童	1328	5.78	1.4609	5991
合法	1329	5.78	1.3445	1325
援	1330	5.78	1.2337	5296
明天	1331	5.78	1.0746	4365
科技	1332	5.78	1.1480	516
世界	1333	5.78	1.4039	121
化解	1334	5.78	1.1119	7879
恩	1335	5.78	1.4886	4172
调和	1336	5.78	1.4886	7673
玩具	1337	5.78	1.2171	6368
聘用	1338	5.78	1.0746	6817
规范化	1339	5.78	1.3596	3235
合作	1340	5.78	1.4469	361
保健	1341	5.78	1.3746	3671
话剧	1342	5.78	1.1480	5765
恢复	1343	5.78	1.1830	817
倾听	1344	5.78	1.5425	6861
奥林匹克	1345	5.78	1.3138	9643
上海	1346	5.78	1.6817	445
启动	1347	5.78	1.0554	3118
归宿	1348	5.76	1.4923	6574
博物馆	1349	5.76	1.2382	2929
女子	1350	5.76	1.3637	2416
尝试	1351	5.76	1.1528	2782
礼堂	1352	5.76	1.2048	9011
联想	1353	5.76	0.9806	4152
融合	1354	5.76	1.2707	3610
方便	1355	5.76	1.3486	2012
怀念	1356	5.76	1.1704	5080
服务	1357	5.76	1.4647	244
高举	1358	5.76	1.3486	8659
首都	1359	5.76	1.3786	3406
保值	1360	5.76	1.3180	6452
神话	1361	5.76	1.5592	2687
跳动	1362	5.76	1.1528	9804
科研	1363	5.76	1.2707	1479
合理化	1364	5.76	1.1877	4723
薪	1365	5.76	1.5059	7368
解決	1366	5.76	1.1877	9379
均衡	1367	5.76	1.2545	2847
董事	1368	5.76	1.4647	2822
科学家	1369	5.76	1.5980	2512
因特网	1370	5.76	1.3180	9047
解决	1371	5.76	1.1877	262
学校	1372	5.76	1.3334	504
本科	1373	5.76	1.2048	6421
特有	1374	5.76	1.0214	4020
设计	1375	5.76	1.4223	646
肌肉	1376	5.76	1.0012	5836
餐	1377	5.76	1.3486	5780
许诺	1378	5.76	1.4078	9873
饭	1379	5.76	1.0412	5789
坚决	1380	5.76	1.2867	1267
红色	1381	5.76	1.3933	4425
高校	1382	5.76	1.2048	4219
道德	1383	5.76	1.5460	1027
保卫	1384	5.76	1.5980	3159
幼儿园	1385	5.76	1.2048	5435
互补	1386	5.76	1.0797	4492
豁免	1387	5.76	1.4923	6873
价值观	1388	5.76	1.2545	3253
乡村	1389	5.76	1.6971	1869
发挥	1390	5.76	0.7709	505
增进	1391	5.76	1.1877	3946
真正	1392	5.76	1.2707	584
聊天	1393	5.76	1.2382	8193
学会	1394	5.76	1.2216	1868
实用	1395	5.76	1.2707	2591
争取	1396	5.76	1.3180	1350
精确	1397	5.76	1.8688	3948
资助	1398	5.76	1.1528	3725
博	1399	5.76	1.2382	5552
california	1400	5.76	1.4923	8795
妹	1401	5.76	1.3024	8226
功效	1402	5.76	1.4923	8552
非常	1403	5.76	1.2707	569
就职	1404	5.76	1.2048	7766
电视	1405	5.76	1.4365	1172
商务	1406	5.76	1.1877	2548
用心	1407	5.76	1.2867	7729
愿	1408	5.76	1.2707	2238
正面	1409	5.74	0.9435	3293
道义	1410	5.74	1.2906	8331
天文	1411	5.74	0.9649	7133
肯	1412	5.74	1.0844	4077
情操	1413	5.74	1.0654	9919
导师	1414	5.74	1.0461	6609
率领	1415	5.74	1.4957	5549
事业	1416	5.74	1.4401	400
授予	1417	5.74	1.6138	2931
竣工	1418	5.74	1.4957	4358
名言	1419	5.74	1.2906	8622
洗澡	1420	5.74	1.3674	8847
复苏	1421	5.74	1.0461	6941
亲笔	1422	5.74	1.4259	9899
珠海	1423	5.74	1.2257	8328
赋予	1424	5.74	1.0063	2503
得当	1425	5.74	1.1395	8870
特別	1426	5.74	1.1747	7335
同仁	1427	5.74	0.9858	9990
哺乳	1428	5.74	1.0063	9324
签约	1429	5.74	1.3822	7146
同学	1430	5.74	1.4401	3594
积累	1431	5.74	1.0063	1266
共处	1432	5.74	1.2586	8497
审美	1433	5.74	1.5754	2991
想像	1434	5.74	1.3822	5813
皇家	1435	5.74	1.3969	6172
发扬	1436	5.74	1.8605	3102
床	1437	5.74	1.5493	6236
鸟	1438	5.74	1.3524	7655
确认	1439	5.74	1.0654	2278
卫生	1440	5.74	1.2423	816
客人	1441	5.74	1.4820	4562
转机	1442	5.74	1.4259	7630
大胆	1443	5.74	1.5228	3353
扩建	1444	5.74	1.1572	5280
征服	1445	5.74	1.6011	4880
云	1446	5.74	1.3822	4655
难得	1447	5.74	1.3372	4066
罗斯福	1448	5.74	1.6264	6490
薪水	1449	5.74	1.5093	8882
capital	1450	5.74	1.4115	9994
募集	1451	5.74	1.1920	8693
当选	1452	5.74	1.4957	3231
照片	1453	5.74	1.3822	2569
时机	1454	5.74	1.2090	2836
流行	1455	5.74	1.1572	2072
南极	1456	5.74	1.3822	9563
一起	1457	5.74	1.1572	732
允许	1458	5.74	1.3524	1143
宏观	1459	5.74	1.6011	1073
勃勃	1460	5.74	1.4957	3936
学业	1461	5.72	1.1959	7912
食用	1462	5.72	1.1613	6471
出路	1463	5.72	1.2943	3013
前辈	1464	5.72	1.2623	7404
启蒙	1465	5.72	1.2129	6594
确信	1466	5.72	1.4714	8461
落实	1467	5.72	1.2296	1352
绩效	1468	5.72	1.5391	4949
推广	1469	5.72	0.9697	1383
详细	1470	5.72	1.1256	1648
朴素	1471	5.72	1.5654	4848
导游	1472	5.72	1.3099	9878
自动	1473	5.72	1.3559	2018
动力	1474	5.72	1.4003	1548
师傅	1475	5.72	1.1256	6468
确保	1476	5.72	1.0506	2028
景物	1477	5.72	1.2461	8469
提名	1478	5.72	1.3708	5751
画	1479	5.72	0.9267	3606
宴	1480	5.72	1.0110	7555
加州	1481	5.72	1.2943	7864
参观	1482	5.72	1.2461	2674
新建	1483	5.72	1.4714	3192
稳固	1484	5.72	1.4852	6796
正	1485	5.72	1.3254	485
实现	1486	5.72	1.1959	253
博物院	1487	5.72	1.6041	8350
功力	1488	5.72	0.9267	9950
辅助	1489	5.72	1.1073	3221
专利	1490	5.72	1.5784	1566
接受	1491	5.72	1.2129	607
學校	1492	5.72	1.4988	9686
女性	1493	5.72	1.4714	1826
配合	1494	5.72	1.3708	1409
铸造	1495	5.72	1.1073	8731
给予	1496	5.72	1.4574	963
英国	1497	5.72	1.1959	784
轿车	1498	5.72	1.3559	4530
红	1499	5.72	1.1613	2383
廉	1500	5.72	1.4148	9136
外汇	1501	5.72	1.0698	1365
示范	1502	5.72	1.4003	3597
大米	1503	5.72	1.0887	8568
说服	1504	5.72	1.1959	3463
黎明	1505	5.72	1.4574	8522
效用	1506	5.72	1.0110	5113
力求	1507	5.72	1.2623	3884
眼界	1508	5.72	1.1787	8860
庄严	1509	5.72	1.3559	5855
实绩	1510	5.72	0.9697	9276
加速	1511	5.72	0.9906	1971
武术	1512	5.72	1.4434	8468
宜	1513	5.72	1.0309	4448
开发	1514	5.72	1.2943	422
民意	1515	5.72	1.1787	5708
教育	1516	5.72	1.5524	93
实效	1517	5.72	1.0506	5996
书馆	1518	5.72	1.5913	8005
全貌	1519	5.72	1.2623	9195
百倍	1520	5.72	1.1256	8220
大多	1521	5.70	1.1995	1962
知名度	1522	5.70	1.0546	7478
珍	1523	5.70	1.3439	9186
少年	1524	5.70	1.2164	1749
简明	1525	5.70	1.0738	8030
导航	1526	5.70	1.2657	9253
护士	1527	5.70	1.2817	7902
权利	1528	5.70	1.8434	654
阅读	1529	5.70	1.0546	2186
value	1530	5.70	1.2817	6769
民歌	1531	5.70	1.2495	7371
幼儿	1532	5.70	1.3286	4274
北美	1533	5.70	1.4743	5909
佣金	1534	5.70	1.6690	8558
女人	1535	5.70	1.4321	1980
进一步	1536	5.70	1.1473	402
拉丁	1537	5.70	1.1294	4647
感慨	1538	5.70	1.4880	7178
洽谈	1539	5.70	1.2817	6459
继承	1540	5.70	1.0546	1571
先行	1541	5.70	0.9530	6351
甘蔗	1542	5.70	1.6690	8413
风貌	1543	5.70	1.3286	6789
在世	1544	5.70	1.2976	6940
融资	1545	5.70	1.1294	2605
玉米	1546	5.70	0.9091	5624
食	1547	5.70	1.4178	3527
支柱	1548	5.70	1.1112	3519
我們	1549	5.70	1.2330	2334
加快	1550	5.70	1.2976	1209
学位	1551	5.70	1.4463	2804
天空	1552	5.70	1.2330	8637
灯光	1553	5.70	1.1294	5945
商贸	1554	5.70	0.9530	7274
景点	1555	5.70	1.3740	8401
扬州	1556	5.70	1.3740	7981
蛋白质	1557	5.70	1.1112	7223
孩	1558	5.70	1.4321	2926
多样	1559	5.70	1.1824	1458
基督教	1560	5.70	1.5551	3133
美元	1561	5.70	1.5682	653
大庆	1562	5.70	1.2330	8813
大	1563	5.70	1.2657	37
增	1564	5.70	1.1112	936
注目	1565	5.70	1.0152	7158
高度	1566	5.70	1.2657	961
加深	1567	5.70	0.9530	3829
